id,side,bucket,text,query
2174,left,vldb,"COL title VAL legodb : customizing relational storage for xml documents COL authors VAL p bohannon , j freire , j haritsa , m ramanath , p roy , j simщon COL venue VAL vldb COL year VAL 2002",legodb : customizing relational storage for xml documents p bohannon vldb
1066,left,vldb,"COL title VAL a prototype content-based retrieval system that uses virtual images to save space COL authors VAL l brown , l gruenwald COL venue VAL vldb COL year VAL 2001",a prototype content-based retrieval system that uses virtual images to save space l brown vldb
672,left,sigmod conference,"COL title VAL efficient and tunable similar set retrieval COL authors VAL a gionis , d gunopulos , n koudas COL venue VAL sigmod conference COL year VAL 2001",efficient and tunable similar set retrieval a gionis sigmod conference
1673,left,sigmod conference,"COL title VAL infoharness : a system for search and retrieval of heterogeneous information COL authors VAL l shklar , a sheth , v kashyap , s thatte COL venue VAL sigmod conference COL year VAL 1995",infoharness : a system for search and retrieval of heterogeneous information l shklar sigmod conference
1581,left,sigmod conference,"COL title VAL the lyric language : querying constraint objects COL authors VAL a brodsky , y kornatzky COL venue VAL sigmod conference COL year VAL 1995",the lyric language : querying constraint objects a brodsky sigmod conference
1860,left,sigmod record,"COL title VAL reasoning on regular path queries COL authors VAL d calvanese , g giacomo , m lenzerini , m vardi COL venue VAL sigmod record COL year VAL 2003",reasoning on regular path queries d calvanese sigmod record
163,left,sigmod record,"COL title VAL sql multimedia and application packages ( sql/mm ) COL authors VAL j melton , a eisenberg COL venue VAL sigmod record COL year VAL 2001",sql multimedia and application packages ( sql/mm ) j melton sigmod record
461,left,sigmod conference,COL title VAL going public : open-source databases and database research COL authors VAL p bonnet COL venue VAL sigmod conference COL year VAL 2002,going public : open-source databases and database research p bonnet sigmod conference
991,left,sigmod conference,COL title VAL a database perspective on lotus domino/notes COL authors VAL c mohan COL venue VAL sigmod conference COL year VAL 1999,a database perspective on lotus domino/notes c mohan sigmod conference
265,left,sigmod record,"COL title VAL design and management of data warehouses : report on the dmdw '99 workshop COL authors VAL s gatziu , m jeusfeld , m staudt , y vassiliou COL venue VAL sigmod record COL year VAL 1999",design and management of data warehouses : report on the dmdw '99 workshop s gatziu sigmod record
456,left,sigmod record,"COL title VAL a study on data point search for hg-trees COL authors VAL j kuan , p lewis COL venue VAL sigmod record COL year VAL 1999",a study on data point search for hg-trees j kuan sigmod record
28690,right,"nowâ ?? in databases , â ?? acm transactions on database systems ,","COL title VAL on the semantics of COL authors VAL j clifford , c dyreson , t isakowitz , cs jensen , r COL venue VAL nowâ ?? in databases , â ?? acm transactions on database systems , COL year VAL ","on the semantics of j clifford nowâ ?? in databases , â ?? acm transactions on database systems ,"
28465,right,"vldb ,","COL title VAL join index hierarchies for supporting efficient navigations in object-oriented databases COL authors VAL z xie , j han COL venue VAL vldb , COL year VAL 1994.0","join index hierarchies for supporting efficient navigations in object-oriented databases z xie vldb ,"
11204,right,proceedings of the 1996 acm sigmod international conference,"COL title VAL and d. shasha p. oâ ?? neil . the dangers of replication and a solution COL authors VAL jn gray , p helland COL venue VAL proceedings of the 1996 acm sigmod international conference COL year VAL ",and d. shasha p. oâ ?? neil . the dangers of replication and a solution jn gray proceedings of the 1996 acm sigmod international conference
31417,right,"proceedings of acm stoc ,","COL title VAL subquadratic algorithms for approximate clustering in high dimensional spaces COL authors VAL a borodin , r ostrofsky , y rabani COL venue VAL proceedings of acm stoc , COL year VAL ","subquadratic algorithms for approximate clustering in high dimensional spaces a borodin proceedings of acm stoc ,"
63830,right,"microsoft corporation ,","COL title VAL net applications COL authors VAL bs asp COL venue VAL microsoft corporation , COL year VAL ","net applications bs asp microsoft corporation ,"
55030,right,& hellip ; conference on very large data bases : 1987 13th,"COL title VAL the postgres data model COL authors VAL mr stonebraker , la rowe COL venue VAL & hellip ; conference on very large data bases : 1987 13th COL year VAL ",the postgres data model mr stonebraker & hellip ; conference on very large data bases : 1987 13th
39629,right,"proceedings of the conference on very large databases , & hellip ; ,","COL title VAL event-joinoptimizationintemporal relational databases COL authors VAL gh segeva COL venue VAL proceedings of the conference on very large databases , & hellip ; , COL year VAL ","event-joinoptimizationintemporal relational databases gh segeva proceedings of the conference on very large databases , & hellip ; ,"
12142,right,"proceedings of the international conference on very large & hellip ; ,","COL title VAL an efficient indexing technique for full-text database systems COL authors VAL j zobel , a moffat , r sacks-davis COL venue VAL proceedings of the international conference on very large & hellip ; , COL year VAL 1992.0","an efficient indexing technique for full-text database systems j zobel proceedings of the international conference on very large & hellip ; ,"
29138,right,"proc . vldb ,","COL title VAL query optimization for semistructured data COL authors VAL j mchugh , j widom COL venue VAL proc . vldb , COL year VAL 1999.0","query optimization for semistructured data j mchugh proc . vldb ,"
14499,right,"sigmod conference ,","COL title VAL bottom-up computation of sparse and iceberg cubes COL authors VAL k beyer , r ramakrishnan COL venue VAL sigmod conference , COL year VAL 1999.0","bottom-up computation of sparse and iceberg cubes k beyer sigmod conference ,"
11591,right,"proceedings of the acm-sigmod conference on management of & hellip ; ,","COL title VAL mining quantitative association rules in large relational tables [ c ] COL authors VAL r sfikant , r agrawal COL venue VAL proceedings of the acm-sigmod conference on management of & hellip ; , COL year VAL ","mining quantitative association rules in large relational tables [ c ] r sfikant proceedings of the acm-sigmod conference on management of & hellip ; ,"
4263,right,"proceedings of the 24 thvldb conference , new york , usa ,","COL title VAL mapinfo spatialwareâ ® a spatial information server for rdbms COL authors VAL m chebel COL venue VAL proceedings of the 24 thvldb conference , new york , usa , COL year VAL ","mapinfo spatialwareâ ® a spatial information server for rdbms m chebel proceedings of the 24 thvldb conference , new york , usa ,"
42796,right,"proceedings of the 25th international conference on very & hellip ; ,","COL title VAL user-defined table operators : enhancing extensibility for ordbms COL authors VAL m jaedicke , b mitschang COL venue VAL proceedings of the 25th international conference on very & hellip ; , COL year VAL 1999.0","user-defined table operators : enhancing extensibility for ordbms m jaedicke proceedings of the 25th international conference on very & hellip ; ,"
26215,right,"acm sigmod conf . on the management of data ,","COL title VAL access method concurrency control with recovery COL authors VAL d lomet , b salzberg COL venue VAL acm sigmod conf . on the management of data , COL year VAL ","access method concurrency control with recovery d lomet acm sigmod conf . on the management of data ,"
816,right,"proceedings of the 20th vldb conference ,","COL title VAL hilbert r-tree : an improved r-tree using hactals COL authors VAL i kamel , c faloutsos COL venue VAL proceedings of the 20th vldb conference , COL year VAL ","hilbert r-tree : an improved r-tree using hactals i kamel proceedings of the 20th vldb conference ,"
23301,right,"proceedings of the thirteenth acm sigact-sigmod-sigart & hellip ; ,","COL title VAL tutorial database mining COL authors VAL r agrawal COL venue VAL proceedings of the thirteenth acm sigact-sigmod-sigart & hellip ; , COL year VAL 1994.0","tutorial database mining r agrawal proceedings of the thirteenth acm sigact-sigmod-sigart & hellip ; ,"
36282,right,"proc . acm sigmod , portland","COL title VAL a performance evaluation of four parallel join algorithms in a shared-nothing multiprocessor COL authors VAL da scheneider , dj dewitt COL venue VAL proc . acm sigmod , portland COL year VAL ","a performance evaluation of four parallel join algorithms in a shared-nothing multiprocessor da scheneider proc . acm sigmod , portland"
23467,right,"history of programming languages ,","COL title VAL the history of fortran COL authors VAL j backus COL venue VAL history of programming languages , COL year VAL ","the history of fortran j backus history of programming languages ,"
5370,right,"acm trans . database syst ,","COL title VAL the theory of joins in databases COL authors VAL av aho , c beeri , jd ullman COL venue VAL acm trans . database syst , COL year VAL ","the theory of joins in databases av aho acm trans . database syst ,"
63567,right,"proc . sigmod conf ,","COL title VAL tree logical classes for efficient evaluation of xquery COL authors VAL s paparizos , y wu , lvs lakshmanan , hv jagadish COL venue VAL proc . sigmod conf , COL year VAL 2004.0","tree logical classes for efficient evaluation of xquery s paparizos proc . sigmod conf ,"
12611,right,"scientific standards of psychological practice : issues and & hellip ; ,","COL title VAL standards of practice COL authors VAL rm dawes COL venue VAL scientific standards of psychological practice : issues and & hellip ; , COL year VAL ","standards of practice rm dawes scientific standards of psychological practice : issues and & hellip ; ,"
30046,right,"proc . acm sigir ,","COL title VAL a model to query documents by contents and structure COL authors VAL g navarro , r baeza-yates COL venue VAL proc . acm sigir , COL year VAL ","a model to query documents by contents and structure g navarro proc . acm sigir ,"
11392,right,"electronic markets ,","COL title VAL electronic commerce in india : the untapped potential COL authors VAL s bhatnagar COL venue VAL electronic markets , COL year VAL ","electronic commerce in india : the untapped potential s bhatnagar electronic markets ,"
33342,right,"ieee workshop on res . issues in data eng . ( ride-97 ) ,","COL title VAL seck . t. lh * s : a high-availability and high-security scalable distributed data structure COL authors VAL w litwin , ma neimat , g levy , s ndiaye COL venue VAL ieee workshop on res . issues in data eng . ( ride-97 ) , COL year VAL ","seck . t. lh * s : a high-availability and high-security scalable distributed data structure w litwin ieee workshop on res . issues in data eng . ( ride-97 ) ,"
24023,right,"proc . of acm sigmod conf , may ,","COL title VAL secure transaction processing in real-time database systems COL authors VAL b george , j haritsa COL venue VAL proc . of acm sigmod conf , may , COL year VAL ","secure transaction processing in real-time database systems b george proc . of acm sigmod conf , may ,"
1729,right,"proceedings of the 1980 acm sigmod international conference & hellip ; ,","COL title VAL cost evaluation of directory management schemes for distributed database systems COL authors VAL y matsushita , h yamazaki , s hikita , i yoshida COL venue VAL proceedings of the 1980 acm sigmod international conference & hellip ; , COL year VAL 1980.0","cost evaluation of directory management schemes for distributed database systems y matsushita proceedings of the 1980 acm sigmod international conference & hellip ; ,"
52155,right,"proc . 25th international conf . on very large databases ,","COL title VAL histogram-based techniques for approximating set-valued query-answers COL authors VAL y ioannidis , v poosala COL venue VAL proc . 25th international conf . on very large databases , COL year VAL ","histogram-based techniques for approximating set-valued query-answers y ioannidis proc . 25th international conf . on very large databases ,"
33677,right,"proc . acm sigmod conference ,","COL title VAL vassalos . templatebasedwrappers in the tsimmis system COL authors VAL j hammer , s nestorov , h garcia-molina , r yerneni , COL venue VAL proc . acm sigmod conference , COL year VAL ","vassalos . templatebasedwrappers in the tsimmis system j hammer proc . acm sigmod conference ,"
9659,right,"acm transactions on database systems ,","COL title VAL performance evaluation of attribute-based tree organization COL authors VAL v gopalakrishna , ce veni madhavan COL venue VAL acm transactions on database systems , COL year VAL 1980.0","performance evaluation of attribute-based tree organization v gopalakrishna acm transactions on database systems ,"
3109,right,"proc . of the 23rd acm sigact sigmod sigart sym . on & hellip ; ,","COL title VAL logical foundations of peer-to-peer data integration COL authors VAL d calvanese , g de giacomo , m lenzerini , r rosati COL venue VAL proc . of the 23rd acm sigact sigmod sigart sym . on & hellip ; , COL year VAL 2004.0","logical foundations of peer-to-peer data integration d calvanese proc . of the 23rd acm sigact sigmod sigart sym . on & hellip ; ,"
29050,right,"& hellip ; on extending database technology : advances in database & hellip ; ,","COL title VAL scalable update propagation in epidemic replicated databases COL authors VAL m rabinovich , nh gehani , a kononov COL venue VAL & hellip ; on extending database technology : advances in database & hellip ; , COL year VAL 1996.0","scalable update propagation in epidemic replicated databases m rabinovich & hellip ; on extending database technology : advances in database & hellip ; ,"
15699,right,"acm transactions on database systems ,","COL title VAL automatic deduction of temporal information COL authors VAL r maiocchi , b pernici , f barbic COL venue VAL acm transactions on database systems , COL year VAL 1992.0","automatic deduction of temporal information r maiocchi acm transactions on database systems ,"
22503,right,"proc . 26th int . conf . on very large databases ,","COL title VAL practical applications of triggers and constraints : success and lingering issues COL authors VAL s ceri , r cochrane , j widom COL venue VAL proc . 26th int . conf . on very large databases , COL year VAL 2000.0","practical applications of triggers and constraints : success and lingering issues s ceri proc . 26th int . conf . on very large databases ,"
8602,right,"development and demonstration of an ocu-style message & hellip ; ,","COL title VAL final report COL authors VAL c plinta , sbr phase COL venue VAL development and demonstration of an ocu-style message & hellip ; , COL year VAL ","final report c plinta development and demonstration of an ocu-style message & hellip ; ,"
11444,right,"bombay ,","COL title VAL the x-tree : an index structure for high-dimensional data . 22nd conf . on very large database , 1996 COL authors VAL s berchtold , d keim , hp kriegel COL venue VAL bombay , COL year VAL ","the x-tree : an index structure for high-dimensional data . 22nd conf . on very large database , 1996 s berchtold bombay ,"
4845,right,"proc . conf . very large data bases ( vldb ) ,","COL title VAL nearest-neighbor search in medical image databases COL authors VAL f korn , n sidiropoulos , c faloutsos , e siegel , z COL venue VAL proc . conf . very large data bases ( vldb ) , COL year VAL ","nearest-neighbor search in medical image databases f korn proc . conf . very large data bases ( vldb ) ,"
61884,right,proc . of,"COL title VAL narasayyav . automated selection of materialized views and indexes in microsoft sql server COL authors VAL s agrawal , s chaudhuri COL venue VAL proc . of COL year VAL ",narasayyav . automated selection of materialized views and indexes in microsoft sql server s agrawal proc . of
18225,right,"proceedings of acm conf . on comp . documentation ,","COL title VAL the software concordance : a new software document management environment COL authors VAL tn nguyen , ev munson COL venue VAL proceedings of acm conf . on comp . documentation , COL year VAL 2003.0","the software concordance : a new software document management environment tn nguyen proceedings of acm conf . on comp . documentation ,"
15751,right,"proceedings of the 2005 acm sigmod international conference & hellip ; ,","COL title VAL a native extension of sql for mining data streams COL authors VAL c luo , h thakkar , h wang , c zaniolo COL venue VAL proceedings of the 2005 acm sigmod international conference & hellip ; , COL year VAL 2005.0","a native extension of sql for mining data streams c luo proceedings of the 2005 acm sigmod international conference & hellip ; ,"
58244,right,"proc . acm sigmod â ?? 89 , seattle , wa ,","COL title VAL concurrency control in a groupware system COL authors VAL c hllis , s gibbs COL venue VAL proc . acm sigmod â ?? 89 , seattle , wa , COL year VAL ","concurrency control in a groupware system c hllis proc . acm sigmod â ?? 89 , seattle , wa ,"
55545,right,"new york : in proc . of the vldb conference ,","COL title VAL algorithms for mining distance-based outliers in large database COL authors VAL k edwin , r ng COL venue VAL new york : in proc . of the vldb conference , COL year VAL ","algorithms for mining distance-based outliers in large database k edwin new york : in proc . of the vldb conference ,"
19411,right,"proceedings of the 1991 acm sigmod international conference & hellip ; ,","COL title VAL set-oriented constructs : from rete rule bases to database systems COL authors VAL dn gordin , aj pasik COL venue VAL proceedings of the 1991 acm sigmod international conference & hellip ; , COL year VAL 1991.0","set-oriented constructs : from rete rule bases to database systems dn gordin proceedings of the 1991 acm sigmod international conference & hellip ; ,"
32303,right,acm,"COL title VAL balancinghistogramoptimalityand practicalityforquery result size estimation COL authors VAL ye ioannidis , v poosala COL venue VAL acm COL year VAL ",balancinghistogramoptimalityand practicalityforquery result size estimation ye ioannidis acm
32315,right,"vldb supercomputing databases workshop , rome , september ,","COL title VAL tertiary storage support for multidimensional data COL authors VAL b reiner COL venue VAL vldb supercomputing databases workshop , rome , september , COL year VAL ","tertiary storage support for multidimensional data b reiner vldb supercomputing databases workshop , rome , september ,"
29529,right,"data & knowledge engineering ,","COL title VAL range queries in dynamic olap data cubes COL authors VAL w liang , h wang , me orlowska COL venue VAL data & knowledge engineering , COL year VAL 2000.0","range queries in dynamic olap data cubes w liang data & knowledge engineering ,"
5525,right,"proceedings of the 17th international conference on vldb , & hellip ; ,","COL title VAL ode as an active database : constraints and rules COL authors VAL n gehani , h jagadish COL venue VAL proceedings of the 17th international conference on vldb , & hellip ; , COL year VAL ","ode as an active database : constraints and rules n gehani proceedings of the 17th international conference on vldb , & hellip ; ,"
60173,right,"proceedings of the 25th vldb , september ,","COL title VAL similarity search in high dimensions via hashing COL authors VAL p indyk , a gionis , r motwani COL venue VAL proceedings of the 25th vldb , september , COL year VAL ","similarity search in high dimensions via hashing p indyk proceedings of the 25th vldb , september ,"
2336,right,"proceedings of the 31st international conference on very & hellip ; ,","COL title VAL predicalc : a logical spreadsheet management system COL authors VAL m kassoff , lm zen , a garg , m genesereth COL venue VAL proceedings of the 31st international conference on very & hellip ; , COL year VAL 2005.0","predicalc : a logical spreadsheet management system m kassoff proceedings of the 31st international conference on very & hellip ; ,"
35979,right,"acm transactions on database systems ( tods ) ,","COL title VAL multiple-query optimization COL authors VAL ks timos COL venue VAL acm transactions on database systems ( tods ) , COL year VAL ","multiple-query optimization ks timos acm transactions on database systems ( tods ) ,"
63989,right,"proc . of acm sigmod , san jose , ca ,","COL title VAL ands . jajodia , semanticassumptionsandqueryevaluation in temporal databases COL authors VAL c bettini , x wang , e bertino COL venue VAL proc . of acm sigmod , san jose , ca , COL year VAL ","ands . jajodia , semanticassumptionsandqueryevaluation in temporal databases c bettini proc . of acm sigmod , san jose , ca ,"
33639,right,"conference on management of data ( sigmod ) ,","COL title VAL catching the boat with strudel : experiences with a web-site management system . acm intl COL authors VAL mf fernandez , d florescu , j kang , ay levy , d suciu COL venue VAL conference on management of data ( sigmod ) , COL year VAL ","catching the boat with strudel : experiences with a web-site management system . acm intl mf fernandez conference on management of data ( sigmod ) ,"
20104,right,"history of programming languages -- ii table of contents ,","COL title VAL the development of the c programming language COL authors VAL dm ritchie COL venue VAL history of programming languages -- ii table of contents , COL year VAL 1996.0","the development of the c programming language dm ritchie history of programming languages -- ii table of contents ,"
15812,right,"proc . acm sigmod int . conf . management of data , san jose , ca & hellip ; ,","COL title VAL incompleteinformation and dependencies in relational databases , '' COL authors VAL tiw lipski COL venue VAL proc . acm sigmod int . conf . management of data , san jose , ca & hellip ; , COL year VAL ","incompleteinformation and dependencies in relational databases , '' tiw lipski proc . acm sigmod int . conf . management of data , san jose , ca & hellip ; ,"
7071,right,"vldb ,","COL title VAL grid and applications ( industrial session ) COL authors VAL f leymann COL venue VAL vldb , COL year VAL 2003.0","grid and applications ( industrial session ) f leymann vldb ,"
10073,right,"proceedings of the vldb 8th internationalworkshop on & hellip ; ,","COL title VAL towards a theory of advanced transaction models in the situation calculus COL authors VAL i kiringa COL venue VAL proceedings of the vldb 8th internationalworkshop on & hellip ; , COL year VAL ","towards a theory of advanced transaction models in the situation calculus i kiringa proceedings of the vldb 8th internationalworkshop on & hellip ; ,"
34451,right,proc . acm sigmod int &#39; l conference on management of,COL title VAL 1997 . infosleuth : agent-based semantic integration of information in open and dynamic environments COL authors VAL r bayardoâ ? ¦ COL venue VAL proc . acm sigmod int &#39; l conference on management of COL year VAL ,1997 . infosleuth : agent-based semantic integration of information in open and dynamic environments r bayardoâ ? ¦ proc . acm sigmod int &#39; l conference on management of
23708,right,international conference on very large data bases ( vldbâ ?? 99,"COL title VAL implementation of two semantic query optimization techniques in db2 universal databaseâ '' , atkinson COL authors VAL q cheng , j gryz , f koo , tyc leung , l liu , x qian , COL venue VAL international conference on very large data bases ( vldbâ ?? 99 COL year VAL ","implementation of two semantic query optimization techniques in db2 universal databaseâ '' , atkinson q cheng international conference on very large data bases ( vldbâ ?? 99"
14824,right,"multimedia tools and applications ,","COL title VAL dynamic buffer management for near video-on-demand systems COL authors VAL wj tsai , sy lee COL venue VAL multimedia tools and applications , COL year VAL 1998.0","dynamic buffer management for near video-on-demand systems wj tsai multimedia tools and applications ,"
26011,right,acm sigmod,"COL title VAL editors . a glossary of temporal database concepts COL authors VAL cs jensen , j cliord , r elmasri , sk gadia , p hayes , COL venue VAL acm sigmod COL year VAL ",editors . a glossary of temporal database concepts cs jensen acm sigmod
56743,right,"proc . acm sigmod ,","COL title VAL r-tree : a dynamic index structure for spatial search COL authors VAL a guttman COL venue VAL proc . acm sigmod , COL year VAL ","r-tree : a dynamic index structure for spatial search a guttman proc . acm sigmod ,"
17325,right,"proc . of the vldb conference , santiago , chile , september ,","COL title VAL fastalgorithmsformining association rules COL authors VAL rar srikant COL venue VAL proc . of the vldb conference , santiago , chile , september , COL year VAL ","fastalgorithmsformining association rules rar srikant proc . of the vldb conference , santiago , chile , september ,"
54508,right,"proc . sigmod conference ,","COL title VAL etal . capability-based mediation in tsimmis COL authors VAL c li , r yerneni COL venue VAL proc . sigmod conference , COL year VAL ","etal . capability-based mediation in tsimmis c li proc . sigmod conference ,"
14963,right,"proceeding of acm sigmod ,","COL title VAL r-tree : a dynamic index structure for spatial searching COL authors VAL g antonin COL venue VAL proceeding of acm sigmod , COL year VAL ","r-tree : a dynamic index structure for spatial searching g antonin proceeding of acm sigmod ,"
34093,right,proc . 20th int . conf . on very large data,COL title VAL andc . faloutsos 1994 . hilbert r-tree : an improvedr-tree using fractals COL authors VAL i kamel COL venue VAL proc . 20th int . conf . on very large data COL year VAL ,andc . faloutsos 1994 . hilbert r-tree : an improvedr-tree using fractals i kamel proc . 20th int . conf . on very large data
22948,right,"proceedings of 20th international conference on very large & hellip ; ,","COL title VAL access to objects by path expressions and rules . vldbâ ?? 94 COL authors VAL j frohn , g lausen , h uphoff COL venue VAL proceedings of 20th international conference on very large & hellip ; , COL year VAL ","access to objects by path expressions and rules . vldbâ ?? 94 j frohn proceedings of 20th international conference on very large & hellip ; ,"
27329,right,"acm sigmod record ,","COL title VAL database research at at & t bell laboratories COL authors VAL hv jagadish COL venue VAL acm sigmod record , COL year VAL 1993.0","database research at at & t bell laboratories hv jagadish acm sigmod record ,"
49237,right,"international resource management association conference ,","COL title VAL technology trust : the next value creator in b2b electronic commerce COL authors VAL p ratnasingam , p pavlou COL venue VAL international resource management association conference , COL year VAL ","technology trust : the next value creator in b2b electronic commerce p ratnasingam international resource management association conference ,"
40965,right,"proc . int . conf . on data engineering ,","COL title VAL fjording the stream : an architecture for queries over streaming data COL authors VAL fjs madden COL venue VAL proc . int . conf . on data engineering , COL year VAL ","fjording the stream : an architecture for queries over streaming data fjs madden proc . int . conf . on data engineering ,"
64023,right,"international journal on digital libraries ,","COL title VAL an open electronic marketplace through agent-based workflows : moppet COL authors VAL s arpinar , a dogac , n tatbul COL venue VAL international journal on digital libraries , COL year VAL 2000.0","an open electronic marketplace through agent-based workflows : moppet s arpinar international journal on digital libraries ,"
7163,right,"proc . acm sigmod conference ,","COL title VAL srinivasan . accessing relational databases fromtheworld wide web COL authors VAL t nguyenandv COL venue VAL proc . acm sigmod conference , COL year VAL ","srinivasan . accessing relational databases fromtheworld wide web t nguyenandv proc . acm sigmod conference ,"
59133,right,"proc26thintconfonvery large data bases ,","COL title VAL is genericmetadata management feasible ? paneloverview COL authors VAL pa bernstein COL venue VAL proc26thintconfonvery large data bases , COL year VAL ","is genericmetadata management feasible ? paneloverview pa bernstein proc26thintconfonvery large data bases ,"
27481,right,"acm transactions on database systems ,","COL title VAL temporal probabilistic databases , i : algebra COL authors VAL a dekhtyar , r ross , vs subrahmanian COL venue VAL acm transactions on database systems , COL year VAL ","temporal probabilistic databases , i : algebra a dekhtyar acm transactions on database systems ,"
2819,right,"data engineering , 2004 . proceedings . 20th international","COL title VAL ne xs ort : sorting xml in external memory COL authors VAL a silberstein , j yang COL venue VAL data engineering , 2004 . proceedings . 20th international COL year VAL ","ne xs ort : sorting xml in external memory a silberstein data engineering , 2004 . proceedings . 20th international"
29204,right,"proceedings of the 1985 acm sigmod international conference & hellip ; ,","COL title VAL isis : interface for a semantic information system COL authors VAL kj goldman , sa goldman , pc kanellakis , sb zdonik COL venue VAL proceedings of the 1985 acm sigmod international conference & hellip ; , COL year VAL 1985.0","isis : interface for a semantic information system kj goldman proceedings of the 1985 acm sigmod international conference & hellip ; ,"
58579,right,acm transactions on database,"COL title VAL the dengn and implementation of ingres COL authors VAL m stonebraker , e wong , p kreps , gd held COL venue VAL acm transactions on database COL year VAL ",the dengn and implementation of ingres m stonebraker acm transactions on database
1626,right,"technical report , 1997-062 , department of computer science ,","COL title VAL efficient concurrency control for broadcast environments COL authors VAL j shnmugasundram , a nithrakashyap , r sivasankaran , COL venue VAL technical report , 1997-062 , department of computer science , COL year VAL ","efficient concurrency control for broadcast environments j shnmugasundram technical report , 1997-062 , department of computer science ,"
46802,right,"proceedings of the 24th annual hawaii international & hellip ; ,","COL title VAL model integration in an objected-oriented environment COL authors VAL l tung , r ramirez , rd st louis COL venue VAL proceedings of the 24th annual hawaii international & hellip ; , COL year VAL ","model integration in an objected-oriented environment l tung proceedings of the 24th annual hawaii international & hellip ; ,"
26860,right,"optimization techniques , and experiments , in vldb ,","COL title VAL aquery : query language for ordered data COL authors VAL a lerner , d shasha COL venue VAL optimization techniques , and experiments , in vldb , COL year VAL ","aquery : query language for ordered data a lerner optimization techniques , and experiments , in vldb ,"
39391,right,"16th vldb ,","COL title VAL the time index : an access structure for temporai data COL authors VAL r ehuasri , gtj wuu , yj kim COL venue VAL 16th vldb , COL year VAL ","the time index : an access structure for temporai data r ehuasri 16th vldb ,"
22338,right,sigmod,"COL title VAL m. hauswirth a framework for semantic gossiping COL authors VAL k aberer , p cudrã © - mauroux COL venue VAL sigmod COL year VAL ",m. hauswirth a framework for semantic gossiping k aberer sigmod
41794,right,microsoft,"COL title VAL integrating data mining with sql database : ole db fro data mining COL authors VAL a netz , s chaudhuri , u fayyad , j bernhardt COL venue VAL microsoft COL year VAL ",integrating data mining with sql database : ole db fro data mining a netz microsoft
46805,right,"proc . vldb ã cents ,","COL title VAL ã cents â ? ¬ å?recovering information from summary dataã cents â ? ¬ â ? COL authors VAL c faloutsos , hv jagadish , nd sidiropoulos COL venue VAL proc . vldb ã cents , COL year VAL ","ã cents â ? ¬ å?recovering information from summary dataã cents â ? ¬ â ? c faloutsos proc . vldb ã cents ,"
48490,right,"proc acm sigact sigmod sigart symp princ database syst ,","COL title VAL substring selectivity estimation COL authors VAL hv jagadish , d srivastava COL venue VAL proc acm sigact sigmod sigart symp princ database syst , COL year VAL 1999.0","substring selectivity estimation hv jagadish proc acm sigact sigmod sigart symp princ database syst ,"
22973,right,vldb,"COL title VAL a benchmark for xml data management COL authors VAL a schmidt , f waas , m kersten , m carey , i manolescu COL venue VAL vldb COL year VAL ",a benchmark for xml data management a schmidt vldb
22975,right,"data & knowledge engineering ,","COL title VAL schema evolution in object-oriented database systems COL authors VAL gt nguyen , d rieu COL venue VAL data & knowledge engineering , COL year VAL 1989.0","schema evolution in object-oriented database systems gt nguyen data & knowledge engineering ,"
34770,right,"proceedings of the 27th international conference on very & hellip ; ,","COL title VAL storage service providers : a solution for storage management ? ( panel ) COL authors VAL b ã?zden , e gabber , b hillyer , wt ng , eam shriver , COL venue VAL proceedings of the 27th international conference on very & hellip ; , COL year VAL 2001.0","storage service providers : a solution for storage management ? ( panel ) b ã?zden proceedings of the 27th international conference on very & hellip ; ,"
36900,right,"athens greece ,","COL title VAL optimizing queries accross diverse data sources . 23th vldb conf COL authors VAL l haas , d kossmann , e wimmers , j yang COL venue VAL athens greece , COL year VAL ","optimizing queries accross diverse data sources . 23th vldb conf l haas athens greece ,"
44136,right,"proceedings of 28th international conference on very large & hellip ; ,","COL title VAL quotient cube : how to summarize the semantics of a data cubefast COL authors VAL l lakshmanan , j pei , j han COL venue VAL proceedings of 28th international conference on very large & hellip ; , COL year VAL ","quotient cube : how to summarize the semantics of a data cubefast l lakshmanan proceedings of 28th international conference on very large & hellip ; ,"
8559,right,_none,COL title VAL guest editor 's introduction COL authors VAL portal.acm.org COL venue VAL  COL year VAL ,guest editor 's introduction portal.acm.org
27523,right,"lecture notes in computer science ,","COL title VAL merging with integrity constraints COL authors VAL s konieczny , rp perez COL venue VAL lecture notes in computer science , COL year VAL 1999.0","merging with integrity constraints s konieczny lecture notes in computer science ,"
9933,right,"proceeding of the fifteenth acm symposium on operating & hellip ; ,","COL title VAL dynamic content acceleration : a caching solution to enable scalable dynamic web page generation COL authors VAL kdkrh thomas , a datta , d vandermeer COL venue VAL proceeding of the fifteenth acm symposium on operating & hellip ; , COL year VAL ","dynamic content acceleration : a caching solution to enable scalable dynamic web page generation kdkrh thomas proceeding of the fifteenth acm symposium on operating & hellip ; ,"
33000,right,"proc . vldb ,","COL title VAL ps yu . a framework for clustering evolving data streams COL authors VAL cc aggarwal , j han , j wang COL venue VAL proc . vldb , COL year VAL ","ps yu . a framework for clustering evolving data streams cc aggarwal proc . vldb ,"
