id1,id2,sim_score
1561,61590,0.8088656
1502,7654,0.8088584
1930,61919,0.8088466
512,6000,0.8088324
2577,54929,0.80882895
1081,30421,0.80880964
1930,50780,0.8088073
631,8868,0.80880034
898,46108,0.80879945
1830,22590,0.80877125
687,57667,0.8087379
2193,23243,0.8087292
1592,14652,0.808722
689,20876,0.80871856
2552,46389,0.8086828
2104,4559,0.8086766
2008,13981,0.8086709
874,45945,0.8086569
1568,15513,0.80863523
1423,60210,0.80862886
696,2464,0.8086221
1966,57750,0.8086179
2432,30082,0.8085996
1565,37684,0.80859643
736,27630,0.80859613
1222,63356,0.8085715
1659,50005,0.8085646
1533,39229,0.80856276
1829,40801,0.8085329
16,17317,0.80853033
1349,51065,0.80851775
2360,46940,0.80851746
2392,62941,0.8084948
1214,45368,0.80849177
2391,40183,0.8084888
1124,17744,0.8084853
557,35139,0.80848396
1236,45890,0.8084544
758,55705,0.8084501
135,10708,0.80837107
1880,39837,0.80834883
689,9709,0.8083112
1282,24925,0.8083103
2425,25655,0.80829084
1061,16346,0.8082615
1229,49704,0.80825317
2200,62603,0.8082365
2130,3367,0.8082248
2450,41647,0.8082094
2200,17487,0.80819905
1077,5624,0.80817705
1339,40182,0.8081633
1338,54854,0.8081625
1224,33856,0.8081547
911,41702,0.8081367
709,17782,0.8081166
1852,49169,0.80809253
40,23262,0.8080777
1432,57661,0.8080718
1423,20309,0.80805504
1317,48416,0.8080442
2215,4370,0.8080401
1684,62834,0.8080226
2085,40772,0.8080225
587,31476,0.80799836
1046,3367,0.807987
104,6283,0.80795157
2336,19853,0.80794835
1352,2834,0.8079448
1528,4967,0.8079307
322,22463,0.80785453
39,12964,0.8078526
898,55553,0.8078412
1139,6381,0.8078358
543,15339,0.8078265
2322,1033,0.80782455
40,35230,0.8078134
934,41658,0.8078055
212,10695,0.80779254
1978,17236,0.8077849
922,41055,0.8077595
2074,29821,0.8077462
932,34920,0.80773187
660,44767,0.80770594
2182,7720,0.80770385
898,53543,0.8077016
831,40642,0.807689
107,2308,0.8076866
620,62272,0.8076843
2059,39919,0.80766916
1855,50008,0.8076662
1874,6283,0.8076631
668,22305,0.8076366
912,40053,0.80763525
2390,51571,0.8076352
349,9180,0.8076248
2018,32384,0.8075881
411,7163,0.80758387
1849,35337,0.8075826
911,53768,0.8075676
662,2237,0.8075672
1684,5597,0.807566
660,10708,0.807559
1224,19535,0.80753696
1659,34389,0.80752516
1775,22911,0.8075164
549,4334,0.8075075
349,42336,0.8074981
323,18337,0.8074956
1585,33724,0.8074877
1077,6218,0.807479
1432,26860,0.80747217
1814,57583,0.80746
640,41450,0.80745953
899,38473,0.8074591
1081,61948,0.8074516
2075,22305,0.8074121
153,18337,0.8074089
1478,32512,0.80740327
2433,24437,0.8073809
2548,31531,0.8073532
2005,2832,0.80734825
323,60949,0.80731153
2385,59778,0.807293
1562,43912,0.80727994
1851,45082,0.8072754
147,19423,0.80724555
1816,63017,0.8072265
1145,57661,0.80722564
1511,45304,0.8072242
1432,38005,0.8072227
1388,2832,0.8072036
748,56875,0.8071923
461,18299,0.8071327
135,23133,0.8071297
2214,30906,0.8071239
1890,50005,0.80711377
818,57667,0.8071096
876,7525,0.80710936
100,27953,0.8070905
735,32246,0.80708605
100,45439,0.8070698
1456,48416,0.80706465
741,40642,0.807045
1552,49740,0.80704474
135,60363,0.8070376
1023,18057,0.8069967
828,38688,0.8069887
946,55886,0.8069867
1788,33064,0.8069656
619,13981,0.806962
120,41320,0.8069536
68,20194,0.80693495
950,53496,0.8069105
2416,1307,0.8068999
1078,48279,0.80689645
640,56675,0.8068526
372,18299,0.80684924
2282,31368,0.8068249
2478,50108,0.8068135
2388,39694,0.8068064
2045,28335,0.8067984
274,26734,0.8067764
274,46056,0.80676997
2249,28690,0.8067514
2503,42500,0.8067309
921,31921,0.8067279
1081,5730,0.80669147
1785,29569,0.8066523
797,32665,0.8066316
44,7525,0.80662763
1507,56281,0.8065903
1634,12890,0.80657756
1487,23948,0.8065659
876,55313,0.806524
2084,57661,0.80649805
1408,24764,0.80649763
535,10241,0.80649406
1840,48069,0.8064721
1662,10999,0.80646276
2519,23585,0.80646026
1394,45452,0.8064589
2219,6512,0.806448
934,27021,0.8064441
1077,56771,0.8064264
1814,43570,0.8064258
554,17316,0.8063984
1659,44758,0.8063856
437,47395,0.8063717
333,23251,0.8063618
876,5087,0.8063594
250,20341,0.806345
884,18082,0.8063403
1672,30056,0.80633867
1672,54854,0.8063284
1282,62242,0.8063228
2515,47682,0.80630463
2322,42885,0.80629796
1846,41689,0.8062978
1207,14952,0.80629694
82,14321,0.80625737
145,35102,0.8062452
302,62580,0.80622923
462,34075,0.8062267
2224,52022,0.80621123
2392,55879,0.80619204
1213,63294,0.8061912
1560,9606,0.8061836
117,14162,0.8061731
680,13814,0.80616397
1972,28116,0.8061627
925,61117,0.80616164
2214,53838,0.8061602
1539,25298,0.8061463
946,1794,0.8061461
1176,21623,0.8061292
558,18974,0.80612546
1244,48254,0.8061125
1811,7117,0.80610216
1225,55351,0.8060967
348,57556,0.8060813
1893,11082,0.80607915
707,42782,0.8060719
437,49034,0.8060713
680,8795,0.8060653
2364,45616,0.80606353
1330,49443,0.80604774
542,53543,0.80603486
471,35103,0.80602676
946,5487,0.8060209
471,32928,0.80600774
1529,49714,0.8060031
1568,11727,0.8059896
946,9790,0.80597496
2505,43811,0.8059391
670,61690,0.80588925
462,28690,0.80588776
1800,4443,0.8058637
349,50901,0.8058578
934,50670,0.80584115
85,3887,0.8058106
709,38426,0.8058101
2265,50008,0.8057691
1620,37863,0.8056984
1765,44066,0.805696
2039,14995,0.80563545
1752,56875,0.8056281
1902,64083,0.80561197
2581,10597,0.80558866
797,58407,0.8055804
871,27311,0.80557775
600,5730,0.80556107
1816,7424,0.80555785
2007,2577,0.8055538
2427,6283,0.8055383
57,56967,0.80552256
590,33807,0.80552053
2396,37373,0.805516
330,54001,0.8054906
1006,37702,0.80547416
443,5579,0.80544794
2196,49730,0.8054434
1995,10114,0.80543804
1816,52054,0.805437
1440,7564,0.80543303
145,34340,0.8054174
1652,64262,0.80539435
1491,7908,0.80536115
1697,13622,0.80535245
1087,27042,0.8053168
2212,51553,0.80529594
1203,2414,0.8052794
618,47083,0.805276
1880,49814,0.80527556
2577,32599,0.8052704
1145,62412,0.8052613
944,32571,0.8052581
2505,33580,0.8052547
1532,6519,0.80522996
2578,32384,0.8052281
2464,16106,0.80521417
2412,55990,0.8051591
2186,48416,0.80514956
338,3207,0.8051453
2087,60337,0.8051369
2003,36711,0.8051272
40,45980,0.80512494
971,7525,0.8051214
676,7525,0.8051177
1382,40741,0.80511254
1722,58759,0.80510527
1361,12263,0.8051044
1722,47981,0.8050844
619,2576,0.8050816
1077,43087,0.80507445
1442,9291,0.8050593
2405,36064,0.80503
2041,44621,0.8050153
1227,63356,0.80499816
1400,38688,0.80499446
660,51976,0.8049895
2056,18205,0.8049324
666,27555,0.8049276
1770,29409,0.80491406
448,35169,0.80491245
1077,39107,0.8049079
39,55886,0.80485696
461,42542,0.8048538
851,63403,0.804847
691,49658,0.80483973
97,9291,0.804833
1511,14910,0.804825
851,31052,0.8048232
664,21028,0.80480814
1661,57588,0.80479443
1394,59040,0.80478907
2351,18837,0.80478776
1242,17976,0.80476975
1829,42029,0.80476916
990,59558,0.80476594
2607,1303,0.804762
13,28114,0.8047616
120,10617,0.80475533
2272,38510,0.8047452
987,17713,0.80473655
590,7917,0.80470556
1814,36461,0.8046874
665,37918,0.8046648
1067,29360,0.8046582
1852,12109,0.8046373
2578,41972,0.8046261
2518,22282,0.80461836
925,11740,0.8046139
1417,35543,0.8046092
1342,39755,0.8045744
1340,37045,0.8045619
363,13754,0.80455935
1865,24560,0.8045574
1840,50667,0.80454445
2505,45980,0.8045368
766,46828,0.8045365
1748,4577,0.8045066
1487,40897,0.80450404
120,39514,0.80450386
1033,58030,0.80450034
884,6286,0.80448294
1740,28385,0.80448234
935,37045,0.80447996
2519,12036,0.804477
660,59907,0.8044697
1330,45088,0.8044627
591,45864,0.80445087
2146,14749,0.8044324
4,39837,0.80442905
1759,30002,0.8044234
1046,38935,0.80438554
249,55586,0.80438066
1492,33788,0.80437404
2169,44376,0.80436414
1846,49648,0.80435634
2166,54277,0.8043518
670,26191,0.8043502
1776,31902,0.80434847
513,47930,0.8043446
2005,46640,0.8043291
660,12240,0.80431867
6,977,0.8043184
1739,38406,0.8043141
2034,21327,0.80430734
1066,47849,0.8042993
2003,57661,0.8042892
855,11111,0.80428636
1077,43912,0.8042778
2085,37752,0.80426025
1722,1845,0.8042402
676,5730,0.80423427
107,28616,0.80422795
831,57047,0.804217
2194,63830,0.8041845
322,26179,0.80416155
1604,17236,0.8041599
533,51976,0.80415857
1840,46608,0.8041259
461,20341,0.8041247
618,22952,0.8041244
58,61747,0.80411947
1855,46389,0.8041078
989,37039,0.804104
1625,7386,0.80409503
2008,48430,0.80409026
603,11331,0.80407935
1930,31393,0.80407584
1905,12582,0.8040664
2301,22421,0.8040523
2438,58226,0.8040506
631,24183,0.80405015
1323,28641,0.8040397
971,39550,0.8040379
1440,42029,0.8040326
330,5087,0.8040172
2056,4577,0.80395865
1750,13933,0.8039199
1997,7525,0.8039136
874,7525,0.80389464
1979,54474,0.8038863
2169,33915,0.803885
2505,29409,0.80387723
2519,45884,0.8038739
1722,17247,0.8038529
39,6519,0.8038483
2215,18910,0.80384016
176,38173,0.80383426
1256,6890,0.8038158
1108,48006,0.803776
1990,11614,0.8037649
631,35251,0.8037621
590,23243,0.8037599
2575,52181,0.80375123
46,38466,0.80374324
1055,33788,0.803741
105,58736,0.8037165
1950,38688,0.80368483
2168,10805,0.803661
2338,43854,0.8036595
1655,56743,0.80365103
664,31815,0.8036464
600,50780,0.8036462
1432,45980,0.8036435
28,5338,0.80362475
2615,58788,0.8036224
6,46640,0.8036181
1006,11452,0.80361784
1078,55684,0.8035749
532,4158,0.8035624
669,31919,0.8035542
2364,23777,0.803527
876,5730,0.80351955
1226,61145,0.8035151
709,38474,0.8035059
2431,19262,0.80349183
2552,56428,0.8034884
2396,27702,0.8034881
154,19947,0.8034769
1634,17415,0.8034597
1491,12890,0.80344963
1124,6044,0.80344117
1197,13727,0.8034279
2003,60799,0.80340207
1625,50416,0.8033954
544,9299,0.8033944
689,2835,0.8033937
542,11452,0.8033927
749,58040,0.80337334
2318,42659,0.80336857
2126,3022,0.80334675
851,45805,0.80334604
1604,18337,0.803342
1662,17510,0.80334175
1786,9310,0.80332476
689,18704,0.80328226
2228,38842,0.8032752
884,43278,0.80325305
1902,47255,0.80324864
1655,22857,0.80324256
1990,13981,0.8032421
2338,55678,0.8032386
1087,15307,0.8032281
657,31022,0.8032226
2245,33353,0.8032128
676,2464,0.8031807
1833,34851,0.80317986
1256,11461,0.8031642
960,56907,0.8031605
2139,11758,0.8031595
620,20029,0.8031573
1261,31477,0.80315495
68,46239,0.80314726
934,28636,0.80312395
2245,42391,0.80308354
1846,31322,0.8030554
818,42542,0.803029
2220,19626,0.80301625
2272,31591,0.8030062
1408,2475,0.8029817
330,10241,0.80297816
1256,19574,0.8029665
23,64161,0.8029561
694,56771,0.80295604
323,17236,0.8029347
2063,34340,0.8029301
471,12241,0.8029256
2218,38842,0.80292255
1549,61690,0.8029187
265,46752,0.80290496
519,3246,0.80288076
84,42334,0.80287814
1511,26214,0.80285716
142,23618,0.8028381
2272,40722,0.80283237
736,6485,0.8028258
105,40394,0.8028236
2052,52022,0.80282116
323,55586,0.80278754
694,50780,0.80278003
1528,6283,0.80277634
1603,48623,0.8027721
1078,2988,0.8027675
2337,52152,0.80276275
173,54596,0.80274683
2103,19488,0.8027419
120,41055,0.8027392
330,59558,0.80273867
597,37481,0.8027297
44,37863,0.80272835
2452,35230,0.8027204
1989,37202,0.8026887
529,50858,0.8026863
2161,5651,0.80267835
536,43487,0.8026644
362,34940,0.8026605
2275,24132,0.80265284
170,38995,0.8026415
587,8398,0.8026303
657,34018,0.80261433
360,41389,0.8025863
939,33915,0.80256
1560,12268,0.8025348
1846,61117,0.80252385
2305,36665,0.80249876
2056,34843,0.80249107
1812,62873,0.8024857
2157,2576,0.802464
2234,56576,0.80243677
1759,33175,0.8024143
1456,17744,0.8024076
2343,49443,0.8024001
461,5730,0.8023993
1126,6792,0.80239546
2433,31853,0.8023865
924,16274,0.8023865
1486,38842,0.8023837
215,28019,0.802383
1160,3179,0.80238116
521,53838,0.802373
882,28789,0.8023647
163,50005,0.8023635
6,27202,0.8023571
265,30056,0.80235183
736,7908,0.8023514
2518,51347,0.80234396
2215,17397,0.8023358
2279,42009,0.8023004
851,51976,0.8022905
1062,57528,0.8022805
1529,36351,0.80227953
1920,53286,0.80225277
2215,61103,0.8022435
1529,34736,0.8022412
2518,2475,0.80223715
2182,40866,0.8022325
2600,46479,0.8022243
1580,16092,0.8022103
1849,59840,0.8022061
831,38173,0.80219245
1913,45884,0.8021916
2144,19535,0.8021779
2069,45165,0.8021728
584,48416,0.8021573
1423,45489,0.80215454
2329,2202,0.8021321
1941,12036,0.8021238
1925,38221,0.8021037
154,45306,0.80210257
572,14020,0.8020973
1706,17415,0.8020932
348,6844,0.8020932
2505,31280,0.8020638
1977,41655,0.8020475
54,20764,0.80201703
735,1544,0.8020017
569,34331,0.8019962
999,8206,0.8019928
90,33366,0.8019743
806,34586,0.8019635
1347,16948,0.801946
537,42636,0.80192083
2431,9805,0.80191994
1568,24194,0.8019191
2071,18910,0.8019172
44,23011,0.8019016
657,45957,0.80189955
2180,51336,0.80189806
120,48150,0.80188036
2509,22137,0.80188036
140,7729,0.8018713
2168,58674,0.8018458
891,61145,0.80184245
75,32392,0.8018336
1053,3542,0.80179346
453,21032,0.8017677
849,49845,0.8017561
781,26407,0.8017538
1408,46640,0.8017424
944,55876,0.80172443
748,5983,0.801721
830,1521,0.8017205
831,27953,0.80171275
140,61434,0.80169284
2433,19840,0.8016856
2168,12182,0.80167353
1990,53939,0.80167055
1759,42599,0.80166996
542,53129,0.8016479
676,25579,0.80162495
1081,29255,0.8016248
2433,6596,0.80161864
4,63845,0.8016033
2456,9396,0.8016004
1108,33268,0.80158997
664,22590,0.8015629
201,19270,0.8015496
772,37900,0.8015347
96,41695,0.8015033
2174,56576,0.8014984
1404,23389,0.8014929
618,42348,0.801487
1908,483,0.80148625
805,48571,0.80148
1660,47395,0.8014734
513,34481,0.8014614
1701,43811,0.80143315
1388,49443,0.8014215
2234,59907,0.8014159
1479,54636,0.8013929
1975,18910,0.8013892
924,5730,0.8013749
735,13073,0.8013658
1800,7386,0.801365
211,49039,0.80133665
818,21924,0.80132616
660,37787,0.8013145
1960,63910,0.80128753
1912,2308,0.801283
58,5637,0.8012663
2333,19226,0.8012581
1833,51343,0.8012426
1410,17062,0.8012308
208,42391,0.8012283
599,26258,0.80122274
1296,9449,0.80120945
515,18279,0.80120003
269,7525,0.8011763
2001,24437,0.8011762
1055,63119,0.80117327
2572,33580,0.8011462
2478,3034,0.801142
960,18082,0.8011216
1078,30940,0.80111724
1529,44760,0.8011054
874,10241,0.8010987
2421,9291,0.8010938
1529,61117,0.8010789
988,29225,0.80107623
2052,58040,0.80107224
1203,39919,0.80105793
1846,60316,0.8010576
1930,39550,0.80105394
924,7643,0.80104905
660,39062,0.8010194
44,37494,0.8010157
660,9939,0.8010099
1241,31456,0.80099666
2066,14652,0.80098355
2327,18319,0.8009801
170,7011,0.8009787
835,55351,0.8009747
834,57047,0.8009617
1941,52549,0.80092627
1902,55342,0.80092525
632,50245,0.8009147
1244,28751,0.8009105
2265,44812,0.80090195
818,50248,0.8008903
1408,33580,0.8008777
1604,1322,0.800875
2214,38561,0.80086935
1775,3939,0.8008571
536,33580,0.80085707
1388,1845,0.8008504
818,16274,0.80083466
461,16714,0.80083025
1065,27630,0.800812
1423,42599,0.8008039
1562,36520,0.8008039
2168,13981,0.8007951
1078,977,0.8007896
618,60949,0.8007849
2074,21551,0.8007609
728,14499,0.800756
1729,54277,0.8007443
543,31393,0.8007434
448,22998,0.80073345
2074,28636,0.8007301
1734,17171,0.80071753
1243,53887,0.8006805
2518,54979,0.80066687
147,51065,0.8006462
212,49928,0.8006419
1381,28385,0.80062425
1303,53772,0.80059946
899,59763,0.80058146
2279,17787,0.80057967
2597,35102,0.80057085
512,9933,0.80055684
1440,6890,0.8005543
2071,48824,0.80053884
587,37684,0.800531
543,5087,0.8005234
1124,33624,0.80048513
834,53129,0.8004707
1652,24468,0.8004651
1558,43176,0.8004602
1046,33034,0.8004424
330,35718,0.80042255
59,60124,0.80039215
1855,27721,0.80037785
1668,32392,0.80037004
245,7420,0.80035686
988,39695,0.80035114
2519,12263,0.8002954
2196,50047,0.8002671
2234,46828,0.8002599
2249,54463,0.8002587
2234,50670,0.80025846
563,11740,0.8002249
2196,33807,0.8002121
90,43854,0.8002047
1087,8018,0.8001807
1846,15530,0.8001801
748,43881,0.80016375
1997,39550,0.80015457
578,7163,0.8001281
1078,63778,0.80012023
2085,42327,0.80012023
90,17905,0.8001095
2336,38251,0.8001029
2052,31257,0.8000919
1997,5087,0.8000718
939,16147,0.80006915
1759,40741,0.8000558
884,39694,0.8000469
1046,7950,0.8000227
2125,52685,0.80001706
1432,55856,0.8000039
2193,29784,0.8000034
474,63356,0.7999953
1568,26660,0.7999938
12,30048,0.7999641
1528,53772,0.7999481
924,61145,0.7999457
1533,9449,0.7999391
75,50540,0.79993623
1655,10990,0.79991907
911,45905,0.7999038
960,39694,0.7998953
544,55856,0.79988307
1367,25781,0.79988205
582,57556,0.7998816
2575,28959,0.799849
960,43933,0.799846
818,40455,0.79984295
142,41972,0.7998272
2238,35793,0.7998102
1989,19786,0.79980946
600,54277,0.7998085
2068,43777,0.7998038
736,22074,0.79979944
2157,62941,0.7997911
513,33681,0.79975975
1829,1043,0.7997489
2265,54174,0.7997445
1925,62683,0.79972756
2336,27630,0.79972625
903,56536,0.79972434
212,46828,0.7996902
805,61599,0.7996866
2338,50008,0.7996792
2068,30906,0.79965746
1751,3345,0.79965323
2282,40965,0.79963434
2077,30817,0.7996144
2336,57488,0.7996049
1701,46640,0.79960406
992,57588,0.799599
1570,17713,0.7995936
665,41110,0.799593
631,24667,0.79956734
600,50248,0.7995594
2364,4559,0.79953784
950,29280,0.79951787
1568,18205,0.7994976
1108,32392,0.79949445
1394,19455,0.79948854
2416,6154,0.7994874
1239,8825,0.7994534
106,4594,0.79943585
1145,32392,0.799428
1280,50873,0.7994249
875,47739,0.79941094
474,13981,0.7994046
796,4443,0.79939926
615,7654,0.79938626
911,39901,0.7993809
175,5465,0.79937434
2074,18337,0.7993717
2196,19286,0.7993629
2421,32111,0.7993493
645,507,0.79934037
662,56834,0.79931486
988,16499,0.7993125
2600,60997,0.7993102
1226,11452,0.7993006
1862,5608,0.7992671
1194,52678,0.79924417
1890,8825,0.7992438
927,568,0.7992123
2139,32384,0.79920924
1849,1845,0.7992033
1972,32188,0.7992014
2377,20341,0.7991979
461,7525,0.7991875
279,43220,0.7991746
1423,30002,0.7991741
193,55113,0.7991729
2005,32963,0.79916406
1214,55055,0.79916227
618,14737,0.79910266
57,13320,0.79909813
2086,52956,0.7990933
600,2464,0.7990801
1672,61774,0.7990732
2272,52385,0.7990729
2361,42659,0.7990664
1061,8181,0.799064
1282,53276,0.7990639
450,28613,0.79906
2144,21475,0.79904205
1487,62878,0.7990303
1911,34940,0.7990261
515,8670,0.7990217
84,42326,0.79901403
874,53775,0.7989657
2344,39229,0.798963
1941,23262,0.7989434
1890,28959,0.79894066
1840,8056,0.7989359
1824,11740,0.7989318
1655,33912,0.79890823
1830,50359,0.79888284
2372,44609,0.79887027
805,39009,0.7988659
983,12503,0.7988216
2008,1509,0.7988055
536,26258,0.7987889
6,43183,0.79876614
2452,33915,0.7987576
2249,28431,0.7987568
1558,23711,0.79874206
1779,56771,0.79874134
934,7294,0.7987319
2368,62603,0.79872954
2041,52388,0.7987211
1397,22939,0.79869753
664,34346,0.7986897
1108,43833,0.7986877
1655,4334,0.7986808
607,34812,0.7986774
13,43907,0.7986702
153,32384,0.79866356
1433,46661,0.7986504
474,10805,0.798645
2336,17415,0.79863584
2195,56190,0.7986206
487,43419,0.79859835
2607,53225,0.7985908
1417,18542,0.7985854
1244,56576,0.798581
926,58907,0.79852474
1309,61919,0.79849625
2416,35088,0.7984909
810,56460,0.7984804
2368,53768,0.7984699
1599,19158,0.79846084
1562,35097,0.7984563
950,10990,0.79845166
474,44550,0.7984474
1811,33773,0.79844534
749,35230,0.798432
1248,43581,0.79842806
1009,7525,0.79842275
2552,24740,0.7984141
1256,63588,0.7984091
1214,18988,0.7984047
934,33380,0.7983981
1659,54035,0.79837817
1910,25127,0.7983637
939,22325,0.79835945
450,35169,0.7983496
543,61919,0.79834616
563,9979,0.79833627
6,47743,0.7983141
1625,31022,0.79830515
924,15250,0.79828286
1592,13508,0.79827297
2214,46916,0.7982614
190,49426,0.798249
422,3542,0.79822445
1506,55424,0.7982193
98,34340,0.7981999
338,56787,0.7981956
136,29277,0.7981898
1111,54340,0.79818463
733,64108,0.7981824
934,51481,0.79817563
748,32843,0.7981532
2066,29963,0.7981285
1659,8825,0.7981285
2039,41762,0.79811716
364,29360,0.79811317
2340,3833,0.79811037
145,6440,0.7980942
2318,34018,0.7980876
2043,5087,0.7980852
1067,2244,0.7980684
642,5087,0.7980657
1700,45959,0.7980645
2124,47516,0.7980632
831,62857,0.79805744
934,21475,0.79805017
2086,42372,0.7980185
450,22998,0.7980018
1507,38688,0.7979979
1752,57384,0.79798067
2265,46389,0.797974
1053,18337,0.7979306
736,15455,0.7978821
2275,26834,0.79787195
1585,2475,0.7978482
1225,21488,0.79784083
1513,13622,0.7978407
1156,9790,0.79783726
448,28613,0.79782194
136,18629,0.797821
39,1794,0.7978188
2003,29409,0.7978047
1394,31309,0.7978016
1081,7525,0.79780084
1016,6677,0.7977581
1673,40484,0.79774225
762,32392,0.79774195
1256,51347,0.7977315
2056,11541,0.79772073
1748,42439,0.79769397
2045,16499,0.7976915
2515,44402,0.79768485
328,50922,0.79768175
2336,27230,0.7976791
689,44245,0.7976787
535,13671,0.797667
2218,29920,0.7976661
302,28051,0.79764324
492,7954,0.79763865
1391,38842,0.79763293
1146,27630,0.79760647
140,49400,0.79760605
6,51719,0.79760265
2249,10114,0.79760116
1734,48814,0.79759926
2526,43141,0.79759765
680,43308,0.7975954
163,34586,0.7975736
2085,34301,0.79756755
1382,44593,0.7975672
1765,51511,0.7975645
1842,38688,0.79756314
2086,16223,0.797553
927,31902,0.7975359
142,55586,0.79753405
84,44674,0.7975335
1061,57138,0.79750943
1958,45439,0.797459
2368,2308,0.79745466
2478,46567,0.79744494
1661,58907,0.7974435
1660,41954,0.7974203
474,1509,0.7974109
536,37481,0.79740775
1512,17854,0.79740036
2305,46354,0.7973865
536,31614,0.7973858
183,19304,0.797385
1635,42782,0.79738
1673,42170,0.7973647
1975,48824,0.79735756
2195,1111,0.7973511
1795,45739,0.7973465
590,4577,0.79732823
316,10507,0.7973222
2072,7950,0.7973114
1989,50877,0.79731095
2068,3542,0.7972888
2577,27822,0.79726785
2161,1845,0.79726106
642,37494,0.79725486
652,45980,0.79723704
607,21559,0.7972275
836,23457,0.7972044
1139,37725,0.7972023
2263,54463,0.79719734
421,44245,0.7971746
163,32362,0.7971597
2600,494,0.7971567
1060,35230,0.797136
1214,33808,0.79709655
871,21423,0.7970927
338,49426,0.7970837
2431,7564,0.7970783
925,28758,0.79706526
665,825,0.79705393
434,59375,0.7970501
82,19286,0.7970468
2045,50005,0.797029
2056,7917,0.7970215
676,7643,0.79701936
2210,43907,0.79701793
927,49946,0.79701734
1323,39759,0.79701006
2361,43738,0.7969969
707,12683,0.79699224
2552,60777,0.7969884
783,3705,0.7969874
533,31052,0.79698473
47,27857,0.79697555
1880,44593,0.7969451
925,41689,0.7969341
1270,32152,0.7969313
1105,7525,0.7969305
2076,60363,0.7969253
632,42029,0.79691887
1575,29409,0.79690963
1751,45318,0.7969032
1902,1181,0.79688793
633,60630,0.7968868
619,58674,0.7968811
757,31411,0.79687226
536,29138,0.79686666
1055,35230,0.796862
2186,38294,0.7968544
1165,53326,0.7968457
2310,32091,0.79683673
1960,38815,0.7967968
2199,22998,0.796791
1842,20309,0.79679096
1002,50298,0.7967873
209,33807,0.7967679
2214,59907,0.7967489
791,35230,0.7967353
2364,21904,0.7967102
772,36064,0.79670006
571,49426,0.79668105
2303,21559,0.7966758
513,43474,0.79667556
8,17316,0.79665786
140,54174,0.7966512
513,13705,0.79664534
1842,11173,0.79662156
1795,56693,0.79661804
2074,11938,0.7966094
2187,22998,0.7966067
1207,29529,0.796578
335,56348,0.7965709
571,41055,0.7965518
2421,14321,0.79654646
2257,59202,0.79654086
615,59482,0.7965336
1026,25417,0.79652554
107,53973,0.7964845
2037,58432,0.7964792
971,18299,0.7964631
2491,49235,0.7964575
600,30721,0.7964573
364,53496,0.79645574
1382,2776,0.7964313
2103,6428,0.79642725
788,57857,0.7964142
2103,5624,0.79639965
2005,41096,0.7963714
1558,31981,0.7963581
664,31133,0.79635423
1256,1869,0.79634094
2397,31902,0.79631823
142,11758,0.7963148
2418,44385,0.79629546
2068,37919,0.79629433
2509,62941,0.7962859
2125,34812,0.7962836
1214,17171,0.796282
2581,6892,0.79628044
1156,22911,0.79627717
2442,18337,0.7962692
1487,29184,0.79625905
2200,8432,0.79625225
2368,57170,0.7962388
1433,44385,0.7962273
1236,44519,0.79620254
706,21173,0.79619855
2169,2968,0.79618865
847,27702,0.7961872
350,6844,0.7961864
1258,39396,0.7961743
46,63899,0.7961731
831,4589,0.7961644
185,2914,0.79616
830,13907,0.7961379
1410,32478,0.7961365
2478,54035,0.7961062
2421,22463,0.7960926
2336,13705,0.7960836
85,9019,0.79608023
2328,63843,0.79607606
2166,11638,0.7960645
999,55990,0.7960641
1902,33055,0.7960547
1558,50575,0.79603887
2388,53286,0.79602396
2447,27060,0.7960231
2259,37268,0.79601884
2169,57831,0.79601026
631,17315,0.79600155
1655,22911,0.7959888
924,51641,0.7959757
441,9099,0.79597354
2519,29138,0.7959577
2304,20143,0.79595006
830,48708,0.7959485
193,30701,0.7959448
2509,58227,0.795943
1330,5579,0.7959347
1394,43330,0.7959324
791,42283,0.7959174
2392,12267,0.79589826
2478,16258,0.79588145
1779,41981,0.7958715
2199,32580,0.795868
745,33680,0.79585993
885,45693,0.7958211
1558,11678,0.79577905
535,37494,0.7957542
322,23767,0.7957517
1740,63141,0.79573375
2039,19535,0.7957057
176,45439,0.7957053
2336,33405,0.7956903
1991,40642,0.7956884
1570,1043,0.7956697
818,21047,0.79566264
2328,42478,0.795648
664,23711,0.7956322
2194,40205,0.79560435
363,28116,0.79559857
322,17165,0.79558814
1824,23818,0.7955856
1037,10695,0.7955763
1060,43586,0.7955754
1639,46421,0.79557157
2478,52181,0.79552674
1562,53879,0.79549736
2351,16272,0.79548717
1779,52946,0.7954808
1270,26258,0.7954779
1388,53939,0.79546976
818,31393,0.7954682
2161,1181,0.7954648
851,34865,0.79545236
2574,7522,0.79543793
1840,61486,0.7954229
2607,29326,0.7954189
1849,45165,0.79540956
1821,17713,0.7954051
452,56281,0.7953821
1975,41974,0.7953694
1902,47112,0.7953554
2086,41389,0.7953381
2361,17685,0.79532784
1934,40642,0.7953254
2609,53983,0.7953218
175,59315,0.79531026
766,34331,0.7953003
2124,47311,0.7952993
521,3542,0.7952982
1323,57614,0.7952913
987,5698,0.7952715
203,1845,0.7952617
1394,59548,0.7952611
949,62323,0.7952572
736,12890,0.7952515
2169,47463,0.7952343
280,59375,0.7952297
2452,2832,0.79522043
2074,59907,0.7951997
2087,33034,0.7951835
2052,41396,0.79518116
461,2464,0.79517925
