id,side,bucket,text,query
28224541,left,ASUS,"COL brand VAL ASUS COL title VAL ASUS NVIDIA GeForce RTX 2060 6GB DUAL OC EVO Turing Graphics Card COL description VAL ASUS GeForce RTX 2060 DUAL OC EVO 6GB GDDR6 VR Ready Graphics Card, 1920 Core, 1365MHz GPU, 1755MHz Boost COL price VAL 323.99 COL priceCurrency VAL GBP",ASUS ASUS NVIDIA GeForce RTX 2060 6GB DUAL OC EVO Turing Graphics Card
5717009,left,Jabra,"COL brand VAL Jabra COL title VAL Jabra BIZ2300 2399-823-109 DUO USB Headset MS COL description VAL Jabra BIZ2300 2399-823-109 DUO USB Headset MS:Corded stereo headset that provides connectivity certified for Skype for BusinessAir shock microphone360 swiveling boom armBIZ2300 has high-definition sound with HD Voice and get crystal clear, intelligible communicationKevlar® reinforced cordNoise Canceling MicrophonePeakStop technology immediately removes potentially harmful loud soundsClear sound is essential for a good conversation not to mention call efficiency and accuracyControl unit call-managementJabra Software Applications, customize and control your audio device settings with Jabra’s software applicationsBIZ2300 DatasheetBIZ2300 Quick Start Guide COL price VAL 160.0 COL priceCurrency VAL USD",Jabra Jabra BIZ2300 2399-823-109 DUO USB Headset MS
47200708,left,Omega,"COL brand VAL Omega COL title VAL OMEGA Seamaster Planet Ocean Chronograph Steel COL description VAL It was with OMEGA’s maritime legacy in mind that the brand launched its Planet Ocean line in 2005. The stylish OMEGA Seamaster Planet Ocean 600M pays homage to OMEGA’s dive watch heritage.This model, with its scratch-resistant sapphire crystal, features a black dial with a small seconds dial, a date window and a central chronograph hand. Sixty-minute and 12-hour counters are found on the same dial at the 3 o’clock position, allowing for intuitive reading of the elapsed time. The orange unidirectional rotating divers’ bezel is mounted on a 45.5 mm stainless steel case on a stainless steel bracelet.The OMEGA Seamaster Planet Ocean 600M is water resistant to 600 metres / 2000 feet / 60 bar, and has a helium-escape valve. This certified chronometer timepiece is powered by the OMEGA Co-Axial calibre 9300 which can be seen through the transparent caseback. COL price VAL 18900.000001 COL priceCurrency VAL AED",Omega OMEGA Seamaster Planet Ocean Chronograph Steel
81349254,left,Epson,"COL brand VAL Epson COL title VAL Epson Premium Glossy A3 20 sheets COL description VAL Epson Premium Glossy A3 20 sheetsThe genuine Epson ink and genuine Epson paper are specifically designed for the demanding requirements of the Epson printers. After all, only the combination of the three components printer ink or toner (laser printer) and paper ensures the highest quality and reliability.GeneralNameEpson Premium Glossy A3 20 sheetsSKUEPS041315EAN0010343819788MPNC13S041315FeaturesFinish typeGlossPrint media weight255Media weight255 g/m²Printing media gloss levelGlossySheets per pack20Colour of productWitPaper sizeA3Other featuresMedia size (1 slide)A3+Dimensions (WxDxH)435 x 310 x 10 mmCompatible productsEpson Stylus Office B1100\Epson Stylus Office T1100\Epson Stylus Photo 1290\Epson Stylus Photo 1290S\Epson Stylus Photo 1400\Epson Stylus Photo R1800\Epson Stylus Photo R1900\Epson R1900 \Epson Stylus Photo R2000\Epson Stylus Photo R2400\Epson SWeight965 gPackaging dataPackage weight (imperial)965 gPackage width435 mmPackage depth310 mmPackage height10 mmdecorateTable('product-attribute-specs-table');Event.observe(window, 'load', function() {var table = $('product-attribute-specs-table');var specs = table.select('.spec');function removeActive(){table.select('.title a.active, .title span.active[data-href]').each(function(title,i){title.removeClassName('active');});}function activateMenu(title, table){if(!title.hasClassName('active')) {if (title.hasAttribute('href')) {table.select('.' + title.readAttribute('href').substr(1)).invoke('show');}if (title.hasAttribute('data-href')) {table.select('.' + title.readAttribute('data-href').substr(1)).invoke('show');}}title.addClassName('active')}table.select('.title a, .title span[data-href]').each(function(title,i){title.observe('click',function(e){e.preventDefault();specs.invoke('hide');removeActive();activateMenu(title, table);});if (i==0) {activateMenu(title, table);}});}); COL price VAL 39.95 COL priceCurrency VAL EUR",Epson Epson Premium Glossy A3 20 sheets
95781094,left,Intel,COL brand VAL Intel COL title VAL Intel Core i7-8700K Coffee Lake 6-Core 3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630 COL description VAL Intel Core i7-8700K Coffee Lake 6-Core 3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630 COL price VAL 489.96 COL priceCurrency VAL CAD,Intel Intel Core i7-8700K Coffee Lake 6-Core 3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630
23775322,left,Corsair,COL brand VAL Corsair COL title VAL Corsair Vengeance RGB Pro DDR4 3000MHz 16GB (2x8) Desktop Memory White CMW16GX4M2C3000C15W | PCByte COL description VAL Capacity : 16GB (8GB x2)Type : DDR4Speed : 3200 MHzLatency : 15-17-17-35Individually Addressable RGB LEDs COL price VAL 165.0 COL priceCurrency VAL AUD,Corsair Corsair Vengeance RGB Pro DDR4 3000MHz 16GB (2x8) Desktop Memory White CMW16GX4M2C3000C15W | PCByte
12109505,left,RAM Mount,"COL brand VAL RAM Mount COL title VAL RAM Mount Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball and X-Grip® COL description VAL X-Grip smartphone stangbevestiging set voor stangen 19-25 mm COL price VAL 74.95 COL priceCurrency VAL EUR","RAM Mount RAM Mount Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball and X-Grip®"
83152267,left,AMD,"COL brand VAL AMD COL title VAL YD260XBCAFBOX - AMD AM4 Ryzen 5 2600X, 6x 3.60GHz, boxed COL description VAL  COL price VAL 1.3305E2 COL priceCurrency VAL CHF","AMD YD260XBCAFBOX - AMD AM4 Ryzen 5 2600X, 6x 3.60GHz, boxed"
2952392,left,Corsair,COL brand VAL Corsair COL title VAL Carbide 175R RGB Windowed Mid-Tower Case Tempered Glass COL description VAL Corsair Carbide 175R RGB Windowed Mid-Tower Case Tempered Glass CC-9011171-WW COL price VAL 69.90 COL priceCurrency VAL EUR,Corsair Carbide 175R RGB Windowed Mid-Tower Case Tempered Glass
69167600,left,Kingston,COL brand VAL Kingston COL title VAL Kingston StorageDataTraveler SEG G2 64GB USB 3.0 Metal COL description VAL 64GB USB 3.0 DataTraveler SE9 G2 (Metal casing) COL price VAL 25.95 COL priceCurrency VAL EUR,Kingston Kingston StorageDataTraveler SEG G2 64GB USB 3.0 Metal
10737119,left,Canon,COL brand VAL Canon COL title VAL Canon Multipack PGI-72multi1 (6403B007) COL description VAL 5 cartucce PGI-72: PBK +GY +PM +PC +CO COL price VAL 61.70 COL priceCurrency VAL EUR,Canon Canon Multipack PGI-72multi1 (6403B007)
87637930,left,ASUS,COL brand VAL ASUS COL title VAL PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card COL description VAL  COL price VAL  COL priceCurrency VAL ,ASUS PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card
17103408,left,Shimano,"COL brand VAL Shimano COL title VAL Shimano Deore XT CS-M8000 Cassette 11-speed, silver/grey COL description VAL  COL price VAL 78.99 COL priceCurrency VAL EUR","Shimano Shimano Deore XT CS-M8000 Cassette 11-speed, silver/grey"
18862066,left,Crucial,COL brand VAL Crucial COL title VAL Crucial MX500 M.2 2280 500GB Internal SSD 560MB/s CT500MX500SSD4 | PCByte COL description VAL Capacity: 500GBForm Factor : M.2(2280)Read : 560 MB/sWrite : 510 MB/sInterface: SATA III 6Gb/s COL price VAL 85.0 COL priceCurrency VAL AUD,Crucial Crucial MX500 M.2 2280 500GB Internal SSD 560MB/s CT500MX500SSD4 | PCByte
31177984,left,GN Netcom,"COL brand VAL GN Netcom COL title VAL Jabra EVOLVE 20 Wired Stereo Headset - Over-the-head - Supra-aural COL description VAL USB, Mini-phone - Yes COL price VAL 35.93 COL priceCurrency VAL GBP",GN Netcom Jabra EVOLVE 20 Wired Stereo Headset - Over-the-head - Supra-aural
92894304,left,zebra,COL brand VAL zebra COL title VAL Zebra ZXP Series 1Black Monochrome Ribbon K - 1000 Prints 800011-101 COL description VAL  COL price VAL  COL priceCurrency VAL ,zebra Zebra ZXP Series 1Black Monochrome Ribbon K - 1000 Prints 800011-101
25135333,left,Corsair,"COL brand VAL Corsair COL title VAL Corsair 32GB DDR4 Vengeance LPX 2666MHz Memory Kit Black COL description VAL 32GB (2x16GB) Corsair DDR4 Vengeance LPX Black, PC4-21300 (2666), Non-ECC Unbuffered, CAS 16-18-18-35, XMP 2.0, 1.2V COL price VAL 112.76 COL priceCurrency VAL GBP",Corsair Corsair 32GB DDR4 Vengeance LPX 2666MHz Memory Kit Black
89814977,left,RAM Mounts,COL brand VAL RAM Mounts COL title VAL RAM Motorcycle Brake/Clutch Reservoir & Handlebar Ball Base / B Size / RAM-B-309-7U COL description VAL RAM Motorcycle Brake/Clutch Reservoir & Handlebar Ball Base / B Size / RAM-B-309-7U COL price VAL 27.00 COL priceCurrency VAL EUR,RAM Mounts RAM Motorcycle Brake/Clutch Reservoir & Handlebar Ball Base / B Size / RAM-B-309-7U
82531103,left,SRAM,COL brand VAL SRAM COL title VAL SRAM Disc Brake Pad Organic Hrd COL description VAL Features:Metallic pads deliver more brake power and wear less compared to organic pads. Under wet conditions they tend to be more noisy. With sintered pads thermal stress on the brake is higher than with organic pads. COL price VAL 1390.0 COL priceCurrency VAL INR,SRAM SRAM Disc Brake Pad Organic Hrd
49058519,left,ASUS,"COL brand VAL ASUS COL title VAL ASUS Prime X570-P ATX Motherboard - Socket AM4 - AMD X570 - USB 3.2 Gen 3 COL description VAL Product InformationDressed in a professional attire, the Prime X570 series cater to users with serious pursuits in mind, who prefer to put their Ryzen™ processors to more productive use. Prime X570, known for its all-around specs and ASUS signature features, includes a wide range of tuning options for accessible performance.Hosting the latest Ryzen processor with increased number of cores and bandwidth, the Prime X570 series is ready for action with stable power, intuitive cooling and flexible transfer options. It provides all the fundamentals to increase your everyday productivity.Power delivery enhancementsThe 3rd Gen AMD Ryzen™ processors boast more cores and bandwidth, demanding more power than typical desktop CPUs. Prime X570-P is geared up for the demands of these high-core-count processors, offering a stable power to ensure optimal performance.ProCool connectorsIt augments the motherboard's link to the PSU with 8+4 pin connectors that pass 12V power directly to the processors. Based on our ProCool design, these jacks use solid pins that can handle more current than hollow-pin connectors.Dual PCIe 4.0 M.2 slotsAchieve speed with onboard M.2With PCIe 4.0 M.2 Slot supports up to 22110 and provide NVMe SSD RAID support for an incredible performance boost. Create a RAID configuration with up to two PCIe 4.0 storage devices to enjoy the fastest data-transfer speeds on the 3rd Generation AMD Ryzen platform.SafeSlotProtect your Graphics Card InvestmentSafeSlot is the PCIe slot reinvented by ASUS and engineered to provide superior retention and shearing resistance. Manufactured in a single step using a new insert-molding process, SafeSlot integrates the slot with fortifying metal for an inherently stronger slot, which is firmly anchored to the PCB through additional solder points.ASUS OptiMemProprietary Memory DesignASUS OptiMem memory trace layout unleashes the full performance potential of AMD's Infinity Fabric architecture by enabling higher memory frequencies and lower latencies.USB 3.2 Gen 2Ultimate-speed 10Gbps with USB 3.2 Gen 2 onboardWith backward-compatible USB 3.2 Gen 2 Type-A™, you'll experience ultimate connection flexibility and blazing data-transfer speeds of up to 10Gbps. *The USB ports under the LAN port require a 3rd Gen AMD Ryzen processor for USB 3.2 Gen 2 speeds.LANGuardPumped-up throughput, 2.5X higher surge toleranceASUS LANGuard is a hardware-level networking protection that employs signal-coupling technology and premium anti-EMI surface-mounted capacitors to ensure a more reliable connection and better throughput.Cooler by designPrime X570-P features the most comprehensive cooling controls ever, configurable via Fan Xpert 4 or the UEFI BIOS.Active Chipset Heatsink SolutionDedicated cooling for unthrottled transfersPCIe 4.0 provides twice the bandwidth for data flowing through the chipset, which creates more heat than the previous generation. The Prime X570-P features an actively cooled heatsink to prevent throttling during sustained transfers.Outstanding audioRealtek codec and unique design features for pristine, powerful audioPrime X570-P utilize a unique audio codec designed in close collaboration with Realtek — the Realtek S1200A. It also features an unprecedented 108dB signal-to-noise ratio for the stereo line-out and a 103dB SNR for the line-in, providing pristine audio quality.The Prime X570 series feature software and firmware controls that make performance accessible to anyone. Prime X570 series also include options allowing you to personalize your build, and helping you to tune your rig to perform the way you want it.Armoury CrateArmoury Crate is a new software utility designed to give you centralized control of supported products. From a single intuitive interface, Armoury Crate allows you easily customize RGB lighting and effects for every compatible device in your arsenal. The software also provides control of settings for ASUS product, including keyboard and mouse preferences. Armoury Crate even features dedicated product registration and highlight to help you stay in touch with the ASUS community.Aura Sync RGB headersOutshine the competitionA well-tuned enthusiast system deserves a matching aesthetic. ASUS Aura Sync offers full lighting connected via the motherboard's RGB headers, with a variety of functional presets for external LED strips. And it can all be synced with an ever-growing portfolio of Aura-capable ASUS hardware.Addressable Gen 2 RGB headerPrime X570-P's Addressable Gen 2 RGB header is now capable of detecting the number of LEDs on second-gen addressable RGB devices, allowing the software to automatically tailor lighting effects to specific devices. The new headers also offer backward-compatibility with existing Aura RGB gear.Show more; COL price VAL 163.97 COL priceCurrency VAL GBP",ASUS ASUS Prime X570-P ATX Motherboard - Socket AM4 - AMD X570 - USB 3.2 Gen 3
9923090,left,_none,"COL brand VAL  COL title VAL POKÉMON TCG Sword and Shield- Darkness Ablaze Trainer Box COL description VAL A Brilliant Flame on the Darkest Day!The velvet night glows, burns, and blazes astoundingly bright as the Legendary Pokémon Eternatus arrives as a Pokémon V alongside Centiskorch V, Crobat V, Salamence V, and many others. You’ll also find towering Pokémon VMAX in their Gigantamax forms: Charizard VMAX, Grimmsnarl VMAX, Butterfree VMAX, and more! Light a fire with the Pokémon TCG: Sword & Shield—Darkness Ablaze expansion!THE POKÉMON TCG: SWORD & SHIELD—DARKNESS ABLAZE ELITE TRAINER BOX INCLUDES:• 8 Pokémon TCG: Sword & Shield—Darkness Ablaze booster packs• 65 card sleeves featuring Eternatus• 45 Pokémon TCG Energy cards• A player’s guide to the Sword & Shield—Darkness Ablaze expansion• A Pokémon TCG rulebook• 6 damage-counter dice• 1 competition-legal coin-flip die• 2 acrylic condition markers• A collector’s box to hold everything, with 4 dividers to keep it organized• A code card for the Pokémon Trading Card Game Online COL price VAL 75 COL priceCurrency VAL AUD",POKÉMON TCG Sword and Shield- Darkness Ablaze Trainer Box
79334302,left,_none,"COL brand VAL  COL title VAL Pokémon TCG: Sword & Shield-Rebel Clash 3 Booster Packs, Coin & Rayquaza Promo Card COL description VAL A Boost for Your Collection!This Pokémon TCG set includes 3 Pokémon TCG: Sword & Shield—Rebel Clash booster packs, a foil promo card featuring Rayquaza, a cool Pokémon coin to add to your collection, and a code card for the Pokémon Trading Card Game Online!Each booster pack contains 10 cards and 1 basic EnergyCards vary by pack. Booster pack packaging may vary by product. COL price VAL 11.99 COL priceCurrency VAL USD","Pokémon TCG: Sword & Shield-Rebel Clash 3 Booster Packs, Coin & Rayquaza Promo Card"
48430039,left,Corsair,COL brand VAL Corsair COL title VAL Corsair Value Select 8GB PC4-17000 - 8 GB - 1 x 8 GB - DDR4 - 2133 MHz - 288-pin DIMM COL description VAL Value Select 8GB PC4-17000 - 8 GB - 1 x 8 GB - DDR4 - 2133 MHz - 288-pin DIMM COL price VAL 37.71 COL priceCurrency VAL EUR,Corsair Corsair Value Select 8GB PC4-17000 - 8 GB - 1 x 8 GB - DDR4 - 2133 MHz - 288-pin DIMM
35793904,left,Jabra,COL brand VAL Jabra COL title VAL Jabra Evolve 20 SE Special Edition UC monaural USB COL description VAL  COL price VAL 40.70 COL priceCurrency VAL EUR,Jabra Jabra Evolve 20 SE Special Edition UC monaural USB
98241359,left,TP-LINK USA,"COL brand VAL TP-LINK USA COL title VAL TP-Link | AC1900 High Gain Dual Band Wifi Adapter | Wireless WiFi Network Adapter for PC (Archer T9UH) COL description VAL Maximum wireless transmission rates are the physical rates derived from IEEE Standard 802.11 specifications. Range and coverage specifications are based upon test results under normal usage conditions. Actual wireless transmission rate and wireless coverage are not guaranteed, and will vary as a result of 1) environmental factors, including building materials, physical objects and obstacles, 2) network conditions, including local interference, volume and density of traffic, product location, net COL price VAL 49.99 COL priceCurrency VAL USD",TP-LINK USA TP-Link | AC1900 High Gain Dual Band Wifi Adapter | Wireless WiFi Network Adapter for PC (Archer T9UH)
64351459,left,AMD,COL brand VAL AMD COL title VAL YD150XBBAEBOX AMD Ryzen 5 1500X Quad Core 3.50GHz 16MB L3 Cache Socket AM4 Processor. New Retail Factory Sealed With Full Manufacturer Warranty. COL description VAL YD150XBBAEBOX AMD Ryzen 5 1500X Quad Core 3.50GHz 16MB L3 Cache Socket AM4 Processor.PRODUCT FEATURES:General InformationBrand Name: AMDProduct Line: Ryzen 5Product Model: 1500XProduct Name: Ryzen 5 Quad-core 1500X 3.5GHz Desktop ProcessorTechnical InformationProcessor Core: 4 CoreClock Speed: 3.50 GHzOver clocking Speed: 3.70 GHzL2 Cache: 2 MBL3 Cache: 16 MB64-bit Processing: YesProcess Technology: 14 NMProcessor Socket: Socket AM4 Thermal Design Power: 65 W. COL price VAL 220 COL priceCurrency VAL USD,AMD YD150XBBAEBOX AMD Ryzen 5 1500X Quad Core 3.50GHz 16MB L3 Cache Socket AM4 Processor. New Retail Factory Sealed With Full Manufacturer Warranty.
33365078,left,Classic,COL brand VAL Classic COL title VAL Daniel Wellington - Classic St Mawes Rose Gold - 40mm COL description VAL  COL price VAL 1899.00 COL priceCurrency VAL NOK,Classic Daniel Wellington - Classic St Mawes Rose Gold - 40mm
6978466,left,Logitech,"COL brand VAL Logitech COL title VAL Logitech BRIO 4K Ultra HD webcam COL description VAL Logitech BRIO 4K Ultra HD webcam COL price VAL €289,00 COL priceCurrency VAL ",Logitech Logitech BRIO 4K Ultra HD webcam
62807515,left,Bosch,"COL brand VAL Bosch COL title VAL Bosch KGN34NWEAG 60cm Frost Free Fridge Freezer COL description VAL Innovative Cooling FeaturesThanks to Bosch’s FreshSense technology, the KGN34NWEAG has sensors which monitor and control the perfect climate for your compartments, meaning your food can maintain an even temperature and retain more flavour. Plus, with the Multi Airflow System, this fridge freezer maintains an even air distribution for longer freshness, and ensures that smells aren’t transferred between foods.As the Bosch KGN34NWEAG has No Frost technology, your fridge freezer will be completely free of ice, and you’ll never have to worry about manually defrosting your appliance again.Do you find it difficult to read the expiry date on items you’ve bought? With the handy LED light, your food is kept in the spotlight, so you can see your contents’ every detail.Superb Storage OptionsThe fridge has four glass shelves, one salad bin, and three door balconies, making it easier for you to store foods such as milk and eggs. For even more cooling space, there are three clear drawers in the freezer, so you won’t need to rummage through, seeing clearly what you have inside.Plus, the four star rated freezer has 128 litres of space, so you’ll be able to store leftovers and ice-cream tubs effortlessly. It also has a storage period of up to 19 hours in case of power failure, to keep your food safe.Finished in a sleek white design and with reversible doors, the KGN34NWEAG will fit seamlessly anywhere in your kitchen. What’s more, this Bosch fridge freezer has an energy rating of A++, to be kinder on the environment as well as your wallet.With a capacity of 324 litres, this freestanding fridge freezer has plenty of storage space for your groceries. Fantastic cooling technology on the Bosch KGN34NWEAG makes it the perfect addition for your home. Why not add one to your basket today? COL price VAL 449.00 COL priceCurrency VAL GBP",Bosch Bosch KGN34NWEAG 60cm Frost Free Fridge Freezer
11708101,left,Samsung,"COL brand VAL Samsung COL title VAL Samsung LH46UHFCLBB - 116,8 cm (46\"") - LED - 1920 x 1080 Pixel - 700 cd/m² - Full HD - 8 ms COL description VAL LH46UHFCLBB - 116,8 cm (46\"") - LED - 1920 x 1080 Pixel - 700 cd/m² - Full HD - 8 ms COL price VAL 1558.76 COL priceCurrency VAL EUR","Samsung Samsung LH46UHFCLBB - 116,8 cm (46\"") - LED - 1920 x 1080 Pixel - 700 cd/m² - Full HD - 8 ms"
75384375,left,Epson,COL brand VAL Epson COL title VAL Epson T7891 Black Cart - Compatible COL description VAL Epson T7891 Black Cart - Compatible COL price VAL 12.93 COL priceCurrency VAL GBP,Epson Epson T7891 Black Cart - Compatible
31420404,left,Omega,"COL brand VAL Omega COL title VAL Seamaster Planet Ocean 600 M Omega Co-Axial Master Chronometer Chronograph 215.30.46.51.03.001 COL description VAL It was with OMEGA’s maritime legacy in mind that the brand launched its Planet Ocean line in 2005. The stylish OMEGA Seamaster Planet Ocean 600M Master Chronometer Chronograph pays homage to OMEGA’s dive watch heritage.This model, with its scratch-resistant sapphire crystal, features a blue ceramic dial with Arabic numerals and a date window at the 6 o’clock position. The dial presents a small seconds sub-dial, as well as 60-minute and 12-hour counters on one dial for intuitive reading of elapsed time. The blue ceramic unidirectional rotating divers’ bezel, with its Liquidmetal® diving scale, is mounted on a 45.5 mm stainless steel case.Other features include an alveol screw-in caseback and a stainless steel bracelet with patented extendable foldover clasp.The OMEGA Seamaster Planet Ocean 600M Master Chronometer Chronograph is water resistant to 60 bar (600 meters / 2000 feet), and has a helium-escape valve. The OMEGA Master Chronometer calibre 9900 at the heart of this timepiece can be seen through the transparent caseback. To achieve Master Chronometer status, it has passed the 8 rigorous tests set by METAS (The Swiss Federal Institute of Metrology). COL price VAL 8,450.00 COL priceCurrency VAL USD",Omega Seamaster Planet Ocean 600 M Omega Co-Axial Master Chronometer Chronograph 215.30.46.51.03.001
9862290,left,Shimano,COL brand VAL Shimano COL title VAL Shimano - CLEATS SH-10 FIXED RED COL description VAL  COL price VAL 35.00 COL priceCurrency VAL AUD,Shimano Shimano - CLEATS SH-10 FIXED RED
81603750,left,NEW ERA,COL brand VAL NEW ERA COL title VAL Czapka New Era 39THIRTY New York Yankees - 10298279 COL description VAL  COL price VAL 136.41 COL priceCurrency VAL PLN,NEW ERA Czapka New Era 39THIRTY New York Yankees - 10298279
7717624,left,Crucial,COL brand VAL Crucial COL title VAL Crucial 8GB DDR3 1600MHz CT102464BF160B Notebook Ram COL description VAL  COL price VAL 414.14 COL priceCurrency VAL TRY,Crucial Crucial 8GB DDR3 1600MHz CT102464BF160B Notebook Ram
12190772,left,HYDRO FLASK,"COL brand VAL HYDRO FLASK COL title VAL HYDRO FLASK HYDRO FLASK 32OZ WIDE MOUTH BOTTLE-BLACK COL description VAL Big enough for a whole day on the river or trails, the Hydro Flask 32 oz Wide Mouth Bottle is made with professional-grade stainless steel and a wider opening for faster fill. The Color Last™ powder coat is dishwasher safe for even more convenience. Cold COL price VAL 44.95 COL priceCurrency VAL USD",HYDRO FLASK HYDRO FLASK HYDRO FLASK 32OZ WIDE MOUTH BOTTLE-BLACK
77308213,left,ASUS,COL brand VAL ASUS COL title VAL ASUS PRIME X570-PRO (AM4) (D) (90MB11B0-M0EAY0) COL description VAL  COL price VAL 87700 COL priceCurrency VAL ,ASUS ASUS PRIME X570-PRO (AM4) (D) (90MB11B0-M0EAY0)
25431697,left,Seiko,"COL brand VAL Seiko COL title VAL Seiko Prospex Diver Sumo Green Mens Stainless Steel SPB103J1 COL description VAL There is nothing not to love about this diving watch with its masculine active appeal combined with what is a very classy all-round look.The precision finish of the watch ensures that the sporty lines and details are all the more crisp.Green is selected for the high-visibility dial and tachymeter bezel which is so plush and unusual, contrasting the cool stainless-steel faultlessly.Features an automatic movement, date display, glowing hands/ hour-markers and sapphire glass. COL price VAL 740.00 COL priceCurrency VAL GBP",Seiko Seiko Prospex Diver Sumo Green Mens Stainless Steel SPB103J1
25657556,left,Shimano,"COL brand VAL Shimano COL title VAL Shimano Shimano M05 Resin Disc Brake Pads and Spring for Deore BR-M515, BR- M515LA and Nexave BR-C601 Calipers COL description VAL  COL price VAL 11.99 COL priceCurrency VAL USD","Shimano Shimano Shimano M05 Resin Disc Brake Pads and Spring for Deore BR-M515, BR- M515LA and Nexave BR-C601 Calipers"
90916504,left,Cooler Master,COL brand VAL Cooler Master COL title VAL Cooler Master Hyper H411R CPU Cooler RR-H411-20PW-R1 | PCByte COL description VAL  COL price VAL 35.0 COL priceCurrency VAL AUD,Cooler Master Cooler Master Hyper H411R CPU Cooler RR-H411-20PW-R1 | PCByte
18835729,left,Xerox,COL brand VAL Xerox COL title VAL Xerox Phaser 6000/6010 Black Toner COL description VAL Xerox Phaser 6000/6010 Black Toner - this product is manufactured by Xerox in China (and maybe in other countries) COL price VAL  COL priceCurrency VAL ,Xerox Xerox Phaser 6000/6010 Black Toner
90921158,left,Hikvision,COL brand VAL Hikvision COL title VAL DS-7208HUHI-k2-P 8 Channel DVR Turbo 4.0 PoC 5MP COL description VAL DS-7208HUHI-K2-P Hikvision 8 channel DVR with PoC 5MP recording. Best CCTV system in UK COL price VAL 0.00 COL priceCurrency VAL GBP,Hikvision DS-7208HUHI-k2-P 8 Channel DVR Turbo 4.0 PoC 5MP
68874465,left,Default,COL brand VAL Default COL title VAL Toner kompatibel zu Brother TN-200 Black COL description VAL  COL price VAL 14.87 COL priceCurrency VAL EUR,Default Toner kompatibel zu Brother TN-200 Black
23276195,left,Cooler Master,COL brand VAL Cooler Master COL title VAL Cooler Master MasterBox Lite 5 Mid Tower Case COL description VAL Cooler Master MasterBox Lite 5 Mid Tower Case available to buy online from PC Case Gear – Australia’s Premier Online PC Store. COL price VAL 89 COL priceCurrency VAL AUD,Cooler Master Cooler Master MasterBox Lite 5 Mid Tower Case
56676909,left,EPSON,"COL brand VAL EPSON COL title VAL Epson Premium Glossy Photo Paperphoto paper - 25 sheet(s) - A2 COL description VAL Five golden stars for the highest requirements. Go for the highest printing standards with this high-quality photo paper. With a grammage of 255g/m2, this paper ensures the best performance and durability for professional use. Choose the best quality with five golden stars. COL price VAL 31.19 COL priceCurrency VAL GBP",EPSON Epson Premium Glossy Photo Paperphoto paper - 25 sheet(s) - A2
47293324,left,Evans,"COL brand VAL Evans COL title VAL Evans EC2 Clear Drum Head, 8 Inch COL description VAL Evans clear EC2 series features two plies of 7mil film with optimized attack, tone, length of sustain and ease of tuning for each size head. The Sound Shaping Technology (SST) Edge Control ring mounted on the underside delivers an extremely well balanced and pre-EQ'd sound across the full kit by varying the size of the ring for each different head size.Evans Level 360 technology is incorporated to extend the level playing surface of the drumhead, 360 degrees around the drum. The vertically enhanced collar design guarantees even contact with the critical bearing edge of the drum shell, resulting in: ease of tuning, extended pitch range and optimum quality of sound. Evans Level 360 technology resolves the age-old dilemma of traditional synthetic heads consistently not fitting the drum shell without using considerable force. COL price VAL $13.99 COL priceCurrency VAL USD","Evans Evans EC2 Clear Drum Head, 8 Inch"
53660770,left,RAM Mounts,"COL brand VAL RAM Mounts COL title VAL RAM-B-149ZU - RAM Handlebar Rail Mount with Zinc Coated U-Bolt Base for Rails from 0.5\"" to 1.25\"" in Diameter COL description VAL  COL price VAL  COL priceCurrency VAL ","RAM Mounts RAM-B-149ZU - RAM Handlebar Rail Mount with Zinc Coated U-Bolt Base for Rails from 0.5\"" to 1.25\"" in Diameter"
24557096,left,LOGITECH,COL brand VAL LOGITECH COL title VAL LOGITECH C270 3MP 1280 X 720PIXELS USB 2.0 BLACK WEBCAM COL description VAL  COL price VAL  COL priceCurrency VAL ,LOGITECH LOGITECH C270 3MP 1280 X 720PIXELS USB 2.0 BLACK WEBCAM
22007806,left,Maxxis,"COL brand VAL Maxxis COL title VAL Maxxis Maxxis Minion DHR II Tire: 29 x 2.40"", Folding, 60tpi, 3C MaxxGrip 2- Ply, Tubeless Ready, Wide Trail, Black COL description VAL  COL price VAL 90.00 COL priceCurrency VAL USD","Maxxis Maxxis Maxxis Minion DHR II Tire: 29 x 2.40"", Folding, 60tpi, 3C MaxxGrip 2- Ply, Tubeless Ready, Wide Trail, Black"
