id,brand,title,description,price,priceCurrency,text
63984980,,JABRA EVOLVE 20 UC Stereo,7% GST excluded.Accessories sold separately.No Ex-stock. On Backorder.,73.86,SGD,COL brand VAL  COL title VAL JABRA EVOLVE 20 UC Stereo COL description VAL 7% GST excluded.Accessories sold separately.No Ex-stock. On Backorder. COL price VAL 73.86 COL priceCurrency VAL SGD
27166337,Omega,Omega Horloge Seamaster 46mm Planet Ocean 600M Co-Axial Master ChronometerChronograph 215.32.46.51.01.001,Horloge Seamaster 46mm Planet Ocean 600M Co-Axial Master ChronometerChronograph 215.32.46.51.01.001,7600.00,EUR,COL brand VAL Omega COL title VAL Omega Horloge Seamaster 46mm Planet Ocean 600M Co-Axial Master ChronometerChronograph 215.32.46.51.01.001 COL description VAL Horloge Seamaster 46mm Planet Ocean 600M Co-Axial Master ChronometerChronograph 215.32.46.51.01.001 COL price VAL 7600.00 COL priceCurrency VAL EUR
75799899,Logitech,"Logitech H151 Wired Headset, Stereo Headphones with Rotating Noise-Cancelling Microphone, 3.5 mm Audio Jack","Logitech H151 Wired Headset, Stereo Headphones with Rotating Noise-Cancelling Microphone, 3.5 mm Audio Jack, In-Line Controls, PC/Mac/Laptop/Tablet/Smartphone - BlackCondition: NEWLogitech Stereo Headset H151. Speak clearly. Crisp calls with stereo sound make it easy to stay in touch. The noise-cancelling microphone reduces annoying background noise, so you can be heard clearly. You can wear the microphone on your left or right and just rotate it up and out of your way when you're not using it. Personalise your fit with the adjustable headband and foam ear cups. In-line controls make it easy to adjust the volume and mute the microphone. It's easy to set up, too. Just plug your headset and it works with common calling applications across almost all platforms and operating systems.** Plug and Play Compatibility : The H151 headset works with common calling applications across almost all platforms and operating systems** Stereo Sound : Enjoy full stereo sound for crisp, clear voice and video calls, music, games and more. These are essential stereo headphones with microphone for either personal use or the office** Rotating Microphone : The boom mic can rotate 180° to be worn on the left or right and tucked out of the way when you’re not using it. The flexible mic can be positioned to capture your voice better and reduce background noise** In-Line Controls : Convenient and simple in-line controls on the headphone cord let you adjust the volume or mute calls without disruption** Adjustable Headband : The sturdy yet lightweight stereo headset has a broad range of adjustment. Ultra-soft foam ear cushions provide hours of comfort",39.90,GBP,"COL brand VAL Logitech COL title VAL Logitech H151 Wired Headset, Stereo Headphones with Rotating Noise-Cancelling Microphone, 3.5 mm Audio Jack COL description VAL Logitech H151 Wired Headset, Stereo Headphones with Rotating Noise-Cancelling Microphone, 3.5 mm Audio Jack, In-Line Controls, PC/Mac/Laptop/Tablet/Smartphone - BlackCondition: NEWLogitech Stereo Headset H151. Speak clearly. Crisp calls with stereo sound make it easy to stay in touch. The noise-cancelling microphone reduces annoying background noise, so you can be heard clearly. You can wear the microphone on your left or right and just rotate it up and out of your way when you're not using it. Personalise your fit with the adjustable headband and foam ear cups. In-line controls make it easy to adjust the volume and mute the microphone. It's easy to set up, too. Just plug your headset and it works with common calling applications across almost all platforms and operating systems.** Plug and Play Compatibility : The H151 headset works with common calling applications across almost all platforms and operating systems** Stereo Sound : Enjoy full stereo sound for crisp, clear voice and video calls, music, games and more. These are essential stereo headphones with microphone for either personal use or the office** Rotating Microphone : The boom mic can rotate 180° to be worn on the left or right and tucked out of the way when you’re not using it. The flexible mic can be positioned to capture your voice better and reduce background noise** In-Line Controls : Convenient and simple in-line controls on the headphone cord let you adjust the volume or mute calls without disruption** Adjustable Headband : The sturdy yet lightweight stereo headset has a broad range of adjustment. Ultra-soft foam ear cushions provide hours of comfort COL price VAL 39.90 COL priceCurrency VAL GBP"
59141538,,SEIKO Prospex Automatic Men's 45mm Diver Watch - SPB103J1 – Green Dial,"A modern classic deserving of the Seiko name adored by so many, the Prospex line of diving watches are highly dependable and stylish while sporting numerous utilitarian design elements.This model features a striking green sunray dial, an automatic movement with optional manual winding function,anda 70-hour power reserve that ensures the watch is always ready to go when you are. The watch also sports bold LumiBrite hands and indexes, for maximum visibility in dark or murky conditions.",7.4E2,GBP,"COL brand VAL  COL title VAL SEIKO Prospex Automatic Men's 45mm Diver Watch - SPB103J1 – Green Dial COL description VAL A modern classic deserving of the Seiko name adored by so many, the Prospex line of diving watches are highly dependable and stylish while sporting numerous utilitarian design elements.This model features a striking green sunray dial, an automatic movement with optional manual winding function,anda 70-hour power reserve that ensures the watch is always ready to go when you are. The watch also sports bold LumiBrite hands and indexes, for maximum visibility in dark or murky conditions. COL price VAL 7.4E2 COL priceCurrency VAL GBP"
41191422,Maxxis,Maxxis High Roller II MaxxTerra Tire (WT) (3C/EXO/TR) (27.5 x 2.40) (Folding),"An open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid, consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent choice for technical, loose terrain. The High Roller II is available in trail, enduro, and downhill specs.The most important part of a tire is arguably the rubber compound used to within the tread and with Maxxis's 3C MaxxTerra you get an intermediate compound with great rolling and grip properties.Features:WT: Wide Trail casing used for 2.4\""-2.6\"" wide tires designed for fitment on a wider rim profile3C: Tripple Compound with harder base-layer and two progressively softer top layers for optimal traction and durabilityEXO: Extremely cut-resistant and abrasion resistant material layer added to sidewallsDD: DoubleDown provides two 120tpi casing layers reinforced with a butyl insert for DH protection at a lower weightTR: Tubeless Ready for increased traction and lower rolling resistanceWeight26 x 2.40 (3C/EXO):855g27.5 x 2.40 (3C/EXO/TR): 910g27.5 x 2.40 (3C/EXO): 890g27.5 x 2.50 (3C/EXO/TR): 925g27.5 x 2.50 (3C/TR/DD): 1115g29 x 2.50 (3C/EXO/TR): 990g29 x 2.50 (3C/TR/DD): 1200g This product was added to our catalog on March 5, 2019",71.00,USD,"COL brand VAL Maxxis COL title VAL Maxxis High Roller II MaxxTerra Tire (WT) (3C/EXO/TR) (27.5 x 2.40) (Folding) COL description VAL An open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid, consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent choice for technical, loose terrain. The High Roller II is available in trail, enduro, and downhill specs.The most important part of a tire is arguably the rubber compound used to within the tread and with Maxxis's 3C MaxxTerra you get an intermediate compound with great rolling and grip properties.Features:WT: Wide Trail casing used for 2.4\""-2.6\"" wide tires designed for fitment on a wider rim profile3C: Tripple Compound with harder base-layer and two progressively softer top layers for optimal traction and durabilityEXO: Extremely cut-resistant and abrasion resistant material layer added to sidewallsDD: DoubleDown provides two 120tpi casing layers reinforced with a butyl insert for DH protection at a lower weightTR: Tubeless Ready for increased traction and lower rolling resistanceWeight26 x 2.40 (3C/EXO):855g27.5 x 2.40 (3C/EXO/TR): 910g27.5 x 2.40 (3C/EXO): 890g27.5 x 2.50 (3C/EXO/TR): 925g27.5 x 2.50 (3C/TR/DD): 1115g29 x 2.50 (3C/EXO/TR): 990g29 x 2.50 (3C/TR/DD): 1200g This product was added to our catalog on March 5, 2019 COL price VAL 71.00 COL priceCurrency VAL USD"
1286250,,3M - DESKTOP LCD LW FRAMED FILTER,3M DESKTOP LCD LW FRAMED FILTER (PF220W1F) - Type: Andet tilbehør,1931.25,DKK,COL brand VAL  COL title VAL 3M - DESKTOP LCD LW FRAMED FILTER COL description VAL 3M DESKTOP LCD LW FRAMED FILTER (PF220W1F) - Type: Andet tilbehør COL price VAL 1931.25 COL priceCurrency VAL DKK
33622216,LINOVISION,DS-1273ZJ-140 Outdoor Indoor Wall Mount Bracket for Hikvision Dome Camera,"Package Contents:BracketScrewsWarranty:24/7 US local+ Global technical support2 year US local warrantyFree return in 30 daysImportant Notes:EmptyCamera Bracket Only, CCTVCameraisnotincluded.Compatible with Hikvision Analog camera：DS-2CE56D5T-(A)VPIR3, DS-2CE56D5T-AVPIR3Z(H), DS-2CE56D1T-(A)VPIR3(Z), DS-2CE56C5T-(A)VPIR3, DS-2CE56D7T-(A)VPIT3Z, DS-2CE56D8T-(A)VPIT3Z/VPIT3ZE, DS-2CC52D9T-AVPIT3ZE, DS-2CE56D0T-VPIR3E, DS-2CE56F7T-(A)VPIT3Z, DS-2CE56H0T-(A)VPIT3ZF/VPIT3ZE, DS-2CE56",31.99,USD,"COL brand VAL LINOVISION COL title VAL DS-1273ZJ-140 Outdoor Indoor Wall Mount Bracket for Hikvision Dome Camera COL description VAL Package Contents:BracketScrewsWarranty:24/7 US local+ Global technical support2 year US local warrantyFree return in 30 daysImportant Notes:EmptyCamera Bracket Only, CCTVCameraisnotincluded.Compatible with Hikvision Analog camera：DS-2CE56D5T-(A)VPIR3, DS-2CE56D5T-AVPIR3Z(H), DS-2CE56D1T-(A)VPIR3(Z), DS-2CE56C5T-(A)VPIR3, DS-2CE56D7T-(A)VPIT3Z, DS-2CE56D8T-(A)VPIT3Z/VPIT3ZE, DS-2CC52D9T-AVPIT3ZE, DS-2CE56D0T-VPIR3E, DS-2CE56F7T-(A)VPIT3Z, DS-2CE56H0T-(A)VPIT3ZF/VPIT3ZE, DS-2CE56 COL price VAL 31.99 COL priceCurrency VAL USD"
75840459,,Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11E,Lexmark E260A11E Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11ELexmark - Toner cartridge -black - 3500 pages - LRPE260A11EWeight & dimensionsPackage weight795 gQuantity per pallet126 pcsTechnical detailsArchival storage life2 year(s)Pallet weight117.5 kg (259 lbs)Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11E,1.2403E2,EUR,COL brand VAL  COL title VAL Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11E COL description VAL Lexmark E260A11E Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11ELexmark - Toner cartridge -black - 3500 pages - LRPE260A11EWeight & dimensionsPackage weight795 gQuantity per pallet126 pcsTechnical detailsArchival storage life2 year(s)Pallet weight117.5 kg (259 lbs)Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11E COL price VAL 1.2403E2 COL priceCurrency VAL EUR
26009855,,RAM Dual Suction Cup Base,"If you're the cautious type who doesn't like to put all your eggs in a single basket, the RAM Dual Suction Cup Base delivers a desirable degree of rock-solid redundancy that will never let you down. In place of a single mounting base, this double unit boasts a pair of heavy-duty 3.3\"" D twist-lock suction cups that provide a twofold tenacious hold on glass, plastic, and similar smooth, non-porous surfaces. Opposite the adhesive bases are 4 pre-drilled mounting holes arranged in the universal AMPs (round) pattern. This industry-standard setup enables users to attach an extensive variety of RAM products and third-party offerings (sold separately) for an unlimited level of adaptability that can grow and evolve along with your operations. A fantastic item that's twice as nice at an excellent price!",26.49,USD,"COL brand VAL  COL title VAL RAM Dual Suction Cup Base COL description VAL If you're the cautious type who doesn't like to put all your eggs in a single basket, the RAM Dual Suction Cup Base delivers a desirable degree of rock-solid redundancy that will never let you down. In place of a single mounting base, this double unit boasts a pair of heavy-duty 3.3\"" D twist-lock suction cups that provide a twofold tenacious hold on glass, plastic, and similar smooth, non-porous surfaces. Opposite the adhesive bases are 4 pre-drilled mounting holes arranged in the universal AMPs (round) pattern. This industry-standard setup enables users to attach an extensive variety of RAM products and third-party offerings (sold separately) for an unlimited level of adaptability that can grow and evolve along with your operations. A fantastic item that's twice as nice at an excellent price! COL price VAL 26.49 COL priceCurrency VAL USD"
47388064,,EPSON Ink bar WF-8xxx Series Ink Cartridge XL Yellow - 4000str. (39 ml),EPSON Ink bar WorkForce-8xxx Series Ink Cartridge XL Yellow - 39 ml4000str.,1839.00,CZK,COL brand VAL  COL title VAL EPSON Ink bar WF-8xxx Series Ink Cartridge XL Yellow - 4000str. (39 ml) COL description VAL EPSON Ink bar WorkForce-8xxx Series Ink Cartridge XL Yellow - 39 ml4000str. COL price VAL 1839.00 COL priceCurrency VAL CZK
37439609,Samsung,Samsung 970 EVO MZ-V7E1T0BW - Solid state drive - krypterat - 1 TB - inbyggd - M.2 2280 - PCI Express 3.0 x4 (NVMe) - 256 bitars AES - TCG Opal Encryption 2.0,,1682,SEK,COL brand VAL Samsung COL title VAL Samsung 970 EVO MZ-V7E1T0BW - Solid state drive - krypterat - 1 TB - inbyggd - M.2 2280 - PCI Express 3.0 x4 (NVMe) - 256 bitars AES - TCG Opal Encryption 2.0 COL description VAL  COL price VAL 1682 COL priceCurrency VAL SEK
51033513,Razer,Razer Viper Ultimate & Mouse Dock,,3550,MDL,COL brand VAL Razer COL title VAL Razer Viper Ultimate & Mouse Dock COL description VAL  COL price VAL 3550 COL priceCurrency VAL MDL
49127797,,3M - PF230W9F EYE PROTECTION FILTER DESKTOPS FRAME STANDARD 23.0 ACCS,3M PF230W9F EYE PROTECTION FILTER DESKTOPS FRAME STANDARD 23.0 ACCS (7100097749) - Type: Skærmbeskytter,1737.50,DKK,COL brand VAL  COL title VAL 3M - PF230W9F EYE PROTECTION FILTER DESKTOPS FRAME STANDARD 23.0 ACCS COL description VAL 3M PF230W9F EYE PROTECTION FILTER DESKTOPS FRAME STANDARD 23.0 ACCS (7100097749) - Type: Skærmbeskytter COL price VAL 1737.50 COL priceCurrency VAL DKK
93094504,,maintenance kit EPSON Business Inkjet B300/310/B500DN/B510DN (´odpad. nadoba´),na 30.000 strán,22.23,EUR,COL brand VAL  COL title VAL maintenance kit EPSON Business Inkjet B300/310/B500DN/B510DN (´odpad. nadoba´) COL description VAL na 30.000 strán COL price VAL 22.23 COL priceCurrency VAL EUR
54536046,,APC RBC140 Replacement Battery Cartridge,"APC Replacement Battery Cartridge #140Genuine APC RBC are tested and certified for compatibility to restore UPS performance to the original specifications.Includes : All required connectors , Battery recycling guide , Installation Guide , Reusable packagingReplacement Battery CartridgesFeatures & BenefitsConveniencePrepaid postage to a nearby recycling partner (availability varies by country) - Insures that almost 100% of the old battery is recycled, protecting the environment.Re-usable packaging with clear instructions on how to properly dispose of spent batteries - Convenient, easy and green.Fully assembled for easy hot-swap installation - APC RBCs are safe, reliable and contain a minimum number of connections saving valuable time. Because APC RBCs are hot-swappable, no network downtime is required in order to install them.CompatibilityLong battery life - Designed by APC by Schneider Electric exclusively for APC UPS's for complete compatibility with the intelligent battery management system.Guaranteed UPS compatibility - Tested and approved to restore the performance of your APC UPS. Maintains UPS safety certifications (UL, VDE, CSA) and lifetime equipment protection policy (as applicable).",531.10,GBP,"COL brand VAL  COL title VAL APC RBC140 Replacement Battery Cartridge COL description VAL APC Replacement Battery Cartridge #140Genuine APC RBC are tested and certified for compatibility to restore UPS performance to the original specifications.Includes : All required connectors , Battery recycling guide , Installation Guide , Reusable packagingReplacement Battery CartridgesFeatures & BenefitsConveniencePrepaid postage to a nearby recycling partner (availability varies by country) - Insures that almost 100% of the old battery is recycled, protecting the environment.Re-usable packaging with clear instructions on how to properly dispose of spent batteries - Convenient, easy and green.Fully assembled for easy hot-swap installation - APC RBCs are safe, reliable and contain a minimum number of connections saving valuable time. Because APC RBCs are hot-swappable, no network downtime is required in order to install them.CompatibilityLong battery life - Designed by APC by Schneider Electric exclusively for APC UPS's for complete compatibility with the intelligent battery management system.Guaranteed UPS compatibility - Tested and approved to restore the performance of your APC UPS. Maintains UPS safety certifications (UL, VDE, CSA) and lifetime equipment protection policy (as applicable). COL price VAL 531.10 COL priceCurrency VAL GBP"
6256141,,"MikroTikCloud Core Router 1036-12G-4S with Tilera Tile-Gx36 CPU (36-cores, 1.2Ghz per core), 16GB RAM, 4xSFP cage, 12xGbit LAN, RouterOS L6, 1U rackmount case, PSU, LCD panel","A carrier grade router with a cutting edge 36 core Tilera CPU, offering unprecedented power and unbeatable performance. The device is over 20 times faster than its predecessor.",1602.55,CAD,"COL brand VAL  COL title VAL MikroTikCloud Core Router 1036-12G-4S with Tilera Tile-Gx36 CPU (36-cores, 1.2Ghz per core), 16GB RAM, 4xSFP cage, 12xGbit LAN, RouterOS L6, 1U rackmount case, PSU, LCD panel COL description VAL A carrier grade router with a cutting edge 36 core Tilera CPU, offering unprecedented power and unbeatable performance. The device is over 20 times faster than its predecessor. COL price VAL 1602.55 COL priceCurrency VAL CAD"
31510768,,SWITCH TP-LINK 24 PORT GIGA,,92.780111,EUR,COL brand VAL  COL title VAL SWITCH TP-LINK 24 PORT GIGA COL description VAL  COL price VAL 92.780111 COL priceCurrency VAL EUR
53521572,,"Garmin fenix5 Gray Optic, Black band",,13990.00,CZK,"COL brand VAL  COL title VAL Garmin fenix5 Gray Optic, Black band COL description VAL  COL price VAL 13990.00 COL priceCurrency VAL CZK"
66047716,HP,HP 900GB 6G SAS 10K 900 SAS 16 MB Cache 2.5-Inch Internal Bare or OEM Drives 619291-B21,"Performance and Reliability for Multiple Application Environments - High reliability for Mission Critical applications. High availability for Business Critical applications. Robust SAS interface (dual port, full duplex). Ideal for transaction processing, database applications, analytics, high performance computing and business applications. Maintaining existing universal hot plug carriers to support HP ProLiant G7 and earlier servers and server storage.Hard drive capacity - 900 GB. Hard drive size - 63.5 mm (2.5).",170.00,USD,"COL brand VAL HP COL title VAL HP 900GB 6G SAS 10K 900 SAS 16 MB Cache 2.5-Inch Internal Bare or OEM Drives 619291-B21 COL description VAL Performance and Reliability for Multiple Application Environments - High reliability for Mission Critical applications. High availability for Business Critical applications. Robust SAS interface (dual port, full duplex). Ideal for transaction processing, database applications, analytics, high performance computing and business applications. Maintaining existing universal hot plug carriers to support HP ProLiant G7 and earlier servers and server storage.Hard drive capacity - 900 GB. Hard drive size - 63.5 mm (2.5). COL price VAL 170.00 COL priceCurrency VAL USD"
96712384,,KINGSTON MICRO SD CARD CANVAS SELECT PLUS 128GB 100MB/S LIMITED LIFETIME,,,,COL brand VAL  COL title VAL KINGSTON MICRO SD CARD CANVAS SELECT PLUS 128GB 100MB/S LIMITED LIFETIME COL description VAL  COL price VAL  COL priceCurrency VAL 
23605781,,LACIE 2TB 2.5 MOBILE PORTABLE USB 3.0 MOON SILVER,,2384.81,ZAR,COL brand VAL  COL title VAL LACIE 2TB 2.5 MOBILE PORTABLE USB 3.0 MOON SILVER COL description VAL  COL price VAL 2384.81 COL priceCurrency VAL ZAR
39833087,,Cappello New Era Clean Trucker 2 NY Yankees Cap,,2.19E1,EUR,COL brand VAL  COL title VAL Cappello New Era Clean Trucker 2 NY Yankees Cap COL description VAL  COL price VAL 2.19E1 COL priceCurrency VAL EUR
11676180,Fujifilm,Fujifilm XF 80mm f2.8 R LM WR Macro Lens,,1149.00,GBP,COL brand VAL Fujifilm COL title VAL Fujifilm XF 80mm f2.8 R LM WR Macro Lens COL description VAL  COL price VAL 1149.00 COL priceCurrency VAL GBP
1367517,Samsung,Samsung 860 PRO 1TB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5 Internal Solid State Drive,"860 PRO 1TB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5 Internal Solid State Drive. Get industry-leading reliability with the 860 PRO. Powered by the latest V-NAND technology and a robust algorithm-based controller, it readily handles heavy workloads of high-end PCs, workstations and NAS (Network Attached Systems) to give lasting assurance to gamers, IT and creative professionals.",299.99,USD,"COL brand VAL Samsung COL title VAL Samsung 860 PRO 1TB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5 Internal Solid State Drive COL description VAL 860 PRO 1TB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5 Internal Solid State Drive. Get industry-leading reliability with the 860 PRO. Powered by the latest V-NAND technology and a robust algorithm-based controller, it readily handles heavy workloads of high-end PCs, workstations and NAS (Network Attached Systems) to give lasting assurance to gamers, IT and creative professionals. COL price VAL 299.99 COL priceCurrency VAL USD"
97112728,,Sram PG 1130 11sp cassette 11-36T,"SRAM's PG-1130 11-Speed Cassette is constructed of heat-treated steel cogs and boasts SRAM's PowerGlide tooth profiles and shift ramps for quick, positive gear changes. This excellent cassette also sports an aluminum spider construction for a maximum stiffness-to-weight ratio, a durable steel lockring, and comes in three wide ranges to suit your riding style.",129.99,CAD,"COL brand VAL  COL title VAL Sram PG 1130 11sp cassette 11-36T COL description VAL SRAM's PG-1130 11-Speed Cassette is constructed of heat-treated steel cogs and boasts SRAM's PowerGlide tooth profiles and shift ramps for quick, positive gear changes. This excellent cassette also sports an aluminum spider construction for a maximum stiffness-to-weight ratio, a durable steel lockring, and comes in three wide ranges to suit your riding style. COL price VAL 129.99 COL priceCurrency VAL CAD"
10719102,,"3M - PF27.0W9 PRIVACY FILTER BLACK FOR 27,0IN / 68,6 CM / 16:9IN ACCS","3M PF27.0W9 PRIVACY FILTER BLACK FOR 27,0IN / 68,6 CM / 16:9IN ACCS (98044054363) - Type: Skærmbeskytter",1663.75,DKK,"COL brand VAL  COL title VAL 3M - PF27.0W9 PRIVACY FILTER BLACK FOR 27,0IN / 68,6 CM / 16:9IN ACCS COL description VAL 3M PF27.0W9 PRIVACY FILTER BLACK FOR 27,0IN / 68,6 CM / 16:9IN ACCS (98044054363) - Type: Skærmbeskytter COL price VAL 1663.75 COL priceCurrency VAL DKK"
10999896,,DVR Hikvision TurboHD 4 canale DS-7204HQHI-K1,"DVR Hikvision TurboHD 4 canale DS-7204HQHI-K1; 3MP; 4TurboHD/AHD/Analog interface input, 4-ch video and 1-ch audio input, H.265/H.265 +compression, 1 SATA interface,CH01: 3MP @ 15fps,CH02-04:1920×1080P @ 15fps/ch, support CVBS output, standalone 1U case",263.27,RON,"COL brand VAL  COL title VAL DVR Hikvision TurboHD 4 canale DS-7204HQHI-K1 COL description VAL DVR Hikvision TurboHD 4 canale DS-7204HQHI-K1; 3MP; 4TurboHD/AHD/Analog interface input, 4-ch video and 1-ch audio input, H.265/H.265 +compression, 1 SATA interface,CH01: 3MP @ 15fps,CH02-04:1920×1080P @ 15fps/ch, support CVBS output, standalone 1U case COL price VAL 263.27 COL priceCurrency VAL RON"
21963707,,FUJIFILM XF 8-16mm f/2.8 R LM WR Lens,"The FUJIFILM XF 8-16mm f/2.8 R LM WR Lens is an ultra-wide zoom lens characterized by a bright and advanced optical design. FUJIFILM XF 8-16mm f/2.8 R LM WR Lens features a constant f/2.8 maximum aperture for consistent performance throughout the zoom range. The optical layout comprises six extra-low dispersion elements, including three Super ED elements, which help to virtually eliminate chromatic aberrations and color fringing for greater clarity and color accuracy. Four aspherical elements are also used to suppress distortion, curvature of field, and spherical aberrations for improved sharpness. Also, a Nano-GI coating helps to control ghosting and flare for enhanced contrast and color fidelity when working in strong lighting conditions. Complementing the optics is a refined linear motor, which affords quick and quiet autofocus performance, and the lens body is weather-sealed in 11 distinct places to support working in trying environmental conditions. Impressively wide zoom is designed for FUJIFILM X-mount mirrorless cameras and provides a 12-24mm equivalent focal length range. Constant f/2.8 maximum aperture offers consistent performance throughout the zoom range and excels when working in difficult lighting conditions. Six extra-low dispersion elements, including three Super ED elements, are used to greatly reduce color fringing and chromatic aberrations in order to produce high clarity and color fidelity throughout the zoom range. Four aspherical elements control distortion, curvature of field, and spherical aberrations, which helps to improve sharpness and realize more accurate rendering. Nano-GI (Gradient Index) coating has been applied to lens elements and alters the refractive index between the glass and air in order to better suppress lens flare and ghosting for diagonal incident light. Linear motor autofocus system delivers smooth, near-silent performance that is especially beneficial to video applications and when working in noise-sensitive areas. The lens body incorporates extensive weather sealing to protect against dust and moisture, and to enable worry-free use in inclement conditions and freezing temperatures as low as 14°F.",1999.95,USD,"COL brand VAL  COL title VAL FUJIFILM XF 8-16mm f/2.8 R LM WR Lens COL description VAL The FUJIFILM XF 8-16mm f/2.8 R LM WR Lens is an ultra-wide zoom lens characterized by a bright and advanced optical design. FUJIFILM XF 8-16mm f/2.8 R LM WR Lens features a constant f/2.8 maximum aperture for consistent performance throughout the zoom range. The optical layout comprises six extra-low dispersion elements, including three Super ED elements, which help to virtually eliminate chromatic aberrations and color fringing for greater clarity and color accuracy. Four aspherical elements are also used to suppress distortion, curvature of field, and spherical aberrations for improved sharpness. Also, a Nano-GI coating helps to control ghosting and flare for enhanced contrast and color fidelity when working in strong lighting conditions. Complementing the optics is a refined linear motor, which affords quick and quiet autofocus performance, and the lens body is weather-sealed in 11 distinct places to support working in trying environmental conditions. Impressively wide zoom is designed for FUJIFILM X-mount mirrorless cameras and provides a 12-24mm equivalent focal length range. Constant f/2.8 maximum aperture offers consistent performance throughout the zoom range and excels when working in difficult lighting conditions. Six extra-low dispersion elements, including three Super ED elements, are used to greatly reduce color fringing and chromatic aberrations in order to produce high clarity and color fidelity throughout the zoom range. Four aspherical elements control distortion, curvature of field, and spherical aberrations, which helps to improve sharpness and realize more accurate rendering. Nano-GI (Gradient Index) coating has been applied to lens elements and alters the refractive index between the glass and air in order to better suppress lens flare and ghosting for diagonal incident light. Linear motor autofocus system delivers smooth, near-silent performance that is especially beneficial to video applications and when working in noise-sensitive areas. The lens body incorporates extensive weather sealing to protect against dust and moisture, and to enable worry-free use in inclement conditions and freezing temperatures as low as 14°F. COL price VAL 1999.95 COL priceCurrency VAL USD"
32867763,,Daniel Wellington DW00100150 Classic Cornwall Rose 36mm Black,Case thickness - 6mmDial colour - BlackMovement - Japanese QuartzMaterial - Double Plated Stainless Steel (316L)Strap width - 18mmAdjustable length - (Min - Max) 150-200mmStrap - Nato StrapStrap colour - BlackInterchangeable straps - YesWater resistant - Up to 3 ATM (Rain resistant),249,AUD,COL brand VAL  COL title VAL Daniel Wellington DW00100150 Classic Cornwall Rose 36mm Black COL description VAL Case thickness - 6mmDial colour - BlackMovement - Japanese QuartzMaterial - Double Plated Stainless Steel (316L)Strap width - 18mmAdjustable length - (Min - Max) 150-200mmStrap - Nato StrapStrap colour - BlackInterchangeable straps - YesWater resistant - Up to 3 ATM (Rain resistant) COL price VAL 249 COL priceCurrency VAL AUD
87076936,,APC Smart-UPS SRT 10000VA SRT10KXLI,Model : SRT10KXLILoad Capacity : 10.0 KWatts / 10.0 KVAStandard warranty : 3 years,19500.00,AED,COL brand VAL  COL title VAL APC Smart-UPS SRT 10000VA SRT10KXLI COL description VAL Model : SRT10KXLILoad Capacity : 10.0 KWatts / 10.0 KVAStandard warranty : 3 years COL price VAL 19500.00 COL priceCurrency VAL AED
63741667,,"RAM Handlebar Rail Mount 1.125 - 1.5\"" C (RAM-408-112-15U)","Included:1 x RAM Handlebar Rail Mount 1.125 - 1.5\"" C (RAM-408-112-15U)TheRAM-408-112-15UTorque handlebar and rail mounting base has a 1.5\"" rubber ball and accommodates bars1 1/8\"" to 1 1/2\"" in diameter(2.86cm to 3.81cm).Sizing inserts are included to provide a snug fit and protection of the rail.The RAM-408-112-15U mount utilises nylon-insert locknuts to prevent loosening in high vibration environments.SpecificationsMounting Base Dimensions:Accommodates rails 1 1/8\"" to 1 1/2\"" in diameter (2.86cm to 3.81cm)Material:Powder Coated Marine Grade AluminiumBall Size:1.5\"" Rubber Ball \""C\"" SizeTorque Base Installation GuideNote:The \""U\"" in the part number reflects product packaged in poly bag.",39.25,AUD,"COL brand VAL  COL title VAL RAM Handlebar Rail Mount 1.125 - 1.5\"" C (RAM-408-112-15U) COL description VAL Included:1 x RAM Handlebar Rail Mount 1.125 - 1.5\"" C (RAM-408-112-15U)TheRAM-408-112-15UTorque handlebar and rail mounting base has a 1.5\"" rubber ball and accommodates bars1 1/8\"" to 1 1/2\"" in diameter(2.86cm to 3.81cm).Sizing inserts are included to provide a snug fit and protection of the rail.The RAM-408-112-15U mount utilises nylon-insert locknuts to prevent loosening in high vibration environments.SpecificationsMounting Base Dimensions:Accommodates rails 1 1/8\"" to 1 1/2\"" in diameter (2.86cm to 3.81cm)Material:Powder Coated Marine Grade AluminiumBall Size:1.5\"" Rubber Ball \""C\"" SizeTorque Base Installation GuideNote:The \""U\"" in the part number reflects product packaged in poly bag. COL price VAL 39.25 COL priceCurrency VAL AUD"
